,Released,Title,Source,Production Budget,Opening Weekend Revenue,Domestic Box Office,Infl. Adj. Dom. Box Office,International Box Office,Worldwide Box Office,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations,trailer ids,max viewcount,Infl. Adj. Production Budget,Infl. Adj. International Box Office,Infl. Adj. Worldwide Box Office,Infl. Adj. Opening Weekend Revenue,Genre,release_year,release_month
799,2007-10-19 00:00:00+00:00,Rendition,Original Screenplay,27500000,4060012,9736045,12891761,17203880,26939925,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",1 win & 2 nominations.,R,122,"Drama, Thriller",55,6.8,52955,tt0804522,2,"['IaK-HKIdv1E', 'tFKmHy4SadY']",857728,36413495,22780123,35671884,5375971,Drama,2007,10
800,2008-07-18 00:00:00+00:00,The Dark Knight,Based on Comic/Graphic Novel,185000000,158411483,535234033,676582901,468275260,1003509293,"[{'Source': 'Internet Movie Database', 'Value': '9.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",Won 2 Oscars. Another 153 wins & 159 nominations.,PG-13,152,"Action, Crime, Drama, Thriller",84,9,2173344,tt0468569,159,['kmJLuwP3MbY'],1761841,233856274,591941121,1268524022,200246049,Drama,2008,7
801,2008-05-02 00:00:00+00:00,Iron Man,Based on Comic/Graphic Novel,186000000,102118668,318604126,404223700,266567421,585171547,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",Nominated for 2 Oscars. Another 21 wins & 65 nominations.,PG-13,126,"Action, Adventure, Sci-Fi",79,7.9,896884,tt0371746,65,['8hYlB38asDY'],4025957,235984414,338202993,742426693,129561366,Action,2008,5
802,2008-05-22 00:00:00+00:00,Indiana Jones and the Kingdom of the Crystal Skull,Original Screenplay,185000000,100137835,317101119,402338604,469534294,786635413,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",Nominated for 1 BAFTA Film Award. Another 10 wins & 41 nominations.,PG-13,122,"Action, Adventure",65,6.1,406135,tt0367882,41,['nMhfESAa4tw'],361496,234728410,595746154,998084758,127055107,Adventure,2008,5
803,2008-07-01 00:00:00+00:00,Hancock,Original Screenplay,150000000,62603879,227946274,289218732,396287998,624234272,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",4 wins & 12 nominations.,PG-13,92,"Action, Fantasy",49,6.4,426405,tt0448157,12,"['7E_Sg27AXC8', 'SEpXVfoRRCI', '7H9jrnOu0rQ', '6iFcGNOWnA8', 'aLXfp9CufV0']",112903,190320328,502811080,792029812,79431938,Fantasy,2008,7
804,2008-06-27 00:00:00+00:00,WALL-E,Original Screenplay,180000000,63087526,223808164,283968229,308699861,532508025,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",Won 1 Oscar. Another 91 wins & 93 nominations.,G,98,"Animation, Adventure, Family, Sci-Fi",95,8.4,944782,tt0910970,93,['8-_9n5DtKOc'],906870,228384346,391678977,675647206,80045574,,2008,6
805,2008-06-06 00:00:00+00:00,Kung Fu Panda,Original Screenplay,130000000,60239130,215434591,273343892,416475940,631910531,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",Nominated for 1 Oscar. Another 14 wins & 38 nominations.,PG,92,"Animation, Action, Adventure, Comedy, Family",73,7.5,396138,tt0441773,38,['PXi3Mv6KMzY'],1613338,164944291,528425606,801769498,76431543,Adventure,2008,6
806,2008-11-21 00:00:00+00:00,Twilight,Based on Fiction Book/Short Story,37000000,69637740,192769854,243728922,209510305,402280159,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",29 wins & 15 nominations.,PG-13,122,"Drama, Fantasy, Romance",56,5.2,404248,tt1099212,15,['uxjNDE2fMjI'],11564644,46781018,264894742,508623664,88046605,Drama,2008,11
807,2008-11-07 00:00:00+00:00,Madagascar: Escape 2 Africa,Original Screenplay,150000000,63106589,180174880,228435327,419505894,599680774,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",4 wins & 11 nominations.,PG,89,"Animation, Adventure, Comedy, Family",61,6.6,193033,tt0479952,11,['cSo0k5a0l0w'],1061196,190178004,531871957,760307284,80009900,Family,2008,11
808,2008-11-14 00:00:00+00:00,Quantum of Solace,Based on Fiction Book/Short Story,230000000,67528882,169368427,214757090,422323651,591692078,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",Nominated for 2 BAFTA Film Awards. Another 4 wins & 30 nominations.,PG-13,106,"Action, Adventure, Thriller",58,6.6,388032,tt0830515,30,"['f6acw690AqQ', 'BBqYaFEWBxI']",1487018,291637181,535501214,750258304,85625794,Adventure,2008,11
809,2008-03-14 00:00:00+00:00,Horton Hears a Who,Based on Fiction Book/Short Story,85000000,45012998,154529439,196067297,144948447,299477886,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",1 win & 18 nominations.,G,86,"Animation, Adventure, Comedy, Family, Fantasy",71,6.8,124508,tt0451079,18,['MIQFTBsGccA'],642289,107848189,183910912,379978209,57112592,,2008,3
810,2008-05-30 00:00:00+00:00,Sex and the City,Based on TV,57500000,56848056,152647258,193679183,262600000,415247258,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",2 wins & 12 nominations.,R,145,"Comedy, Drama, Romance",53,5.6,112611,tt1000774,12,['ZaaLsOyUm_Q'],218025,72956128,333187468,526866651,72128940,Comedy,2008,5
811,2008-12-12 00:00:00+00:00,Gran Torino,Original Screenplay,25000000,271720,148095302,180418066,126447783,274543085,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Nominated for 1 Golden Globe. Another 21 wins & 20 nominations.,R,116,Drama,72,8.1,689726,tt1205489,20,['vLkBUix_D3U'],103165,30456412,154045835,334463901,331024,Drama,2008,12
812,2008-07-18 00:00:00+00:00,Mamma Mia!,Based on Musical or Opera,52000000,27751240,144130063,182872546,471618709,615748772,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",Nominated for 2 Golden Globes. Another 15 wins & 23 nominations.,PG-13,108,"Comedy, Musical, Romance",51,6.4,201954,tt0795421,23,"['XZAvWkBAhkk', 'LViDBXFDAxw']",68978,65977716,598390871,781263417,35210835,Comedy,2008,7
813,2008-12-25 00:00:00+00:00,Marley & Me,Based on Fiction Book/Short Story,60000000,36357586,143153751,179658410,104658260,247812011,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",Nominated for 1 BAFTA Film Award. Another 1 win & 7 nominations.,PG-13,144,"Documentary, Biography, Music",82,8,12757,tt1183919,7,['KR5UBtAxseo'],180851,75300189,131346447,311004857,45628885,Comedy,2008,12
814,2008-05-16 00:00:00+00:00,The Chronicles of Narnia: Prince Caspian,Based on Fiction Book/Short Story,225000000,55034805,141621490,179689658,275719798,417341288,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",2 wins & 20 nominations.,PG,150,"Action, Adventure, Family, Fantasy",62,6.5,184893,tt0499448,20,"['dSJqhmjYw-o', 'HMfC-vDB10c']",132040,285480494,349833886,529523544,69828281,Adventure,2008,5
815,2008-06-13 00:00:00+00:00,The Incredible Hulk,Based on Comic/Graphic Novel,137500000,55414050,134806913,171043311,130766946,265573859,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",1 win & 8 nominations.,PG-13,112,"Action, Adventure, Sci-Fi",61,6.7,415900,tt0800080,8,"['NWWzve8Z90s', 'xbqNb2PFKKA']",7848780,174460305,165917391,336960702,70309469,Science Fiction,2008,6
816,2008-06-27 00:00:00+00:00,Wanted,Based on Comic/Graphic Novel,75000000,50927085,134508551,170664745,207907909,342416460,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",Nominated for 2 Oscars. Another 4 wins & 20 nominations.,R,110,"Action, Crime, Fantasy, Thriller",64,6.7,348124,tt0493464,20,['q9Mr-iYZRZk'],736782,95160164,263794011,434458756,64616397,Action,2008,6
817,2008-06-20 00:00:00+00:00,Get Smart,Based on TV,80000000,38683480,130319208,165349306,96420208,226739416,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",3 wins & 6 nominations.,PG-13,110,"Action, Adventure, Comedy",54,6.5,194891,tt0425061,6,"['guUYvXf_KvA', 'xbf9AWiJDBI']",114170,101504181,122338178,287687484,49081686,Action,2008,6
818,2008-12-25 00:00:00+00:00,The Curious Case of Benjamin Button,Based on Fiction Book/Short Story,160000000,26853816,127509326,159174120,202122632,329631958,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",Won 3 Oscars. Another 81 wins & 157 nominations.,PG-13,166,"Drama, Fantasy, Romance",70,7.8,556750,tt0421715,157,['Y_e_XzgStHk'],88097,199733305,252316384,411490504,33522509,Fantasy,2008,12
819,2008-11-26 00:00:00+00:00,Four Christmases,Original Screenplay,80000000,31069826,120146040,152335662,48165518,168311558,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",1 win & 1 nomination.,PG-13,88,"Comedy, Drama, Romance",41,5.7,60551,tt0369436,0,['P8nzbUR9dgI'],1067058,101433663,61070061,213405723,39394078,Comedy,2008,11
820,2008-11-21 00:00:00+00:00,Bolt,Original Screenplay,150000000,26223128,114053579,144487515,213961450,328015029,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",Nominated for 1 Oscar. Another 1 win & 31 nominations.,PG,96,"Animation, Adventure, Comedy, Drama, Family",67,6.8,180705,tt0397892,31,['T_yzxWNEOu8'],1887469,190025840,271054696,415542211,33220479,Animation,2008,11
821,2008-08-13 00:00:00+00:00,Tropic Thunder,Original Screenplay,90000000,25812796,110515313,140222077,80629943,191145256,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",Nominated for 1 Oscar. Another 10 wins & 46 nominations.,R,107,"Action, Comedy, War",71,7,362813,tt0942385,46,['VsEdmjAudSI'],31896,114192201,102303452,242525529,32751333,Action,2008,8
822,2008-12-25 00:00:00+00:00,Bedtime Stories,Original Screenplay,80000000,27450296,110101975,138367909,111366960,221468935,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",3 wins & 5 nominations.,PG,99,"Comedy, Family, Fantasy, Romance",33,6,84537,tt0960731,5,['dtxD0Hdi86M'],30630,100538003,139957647,278325556,34497474,Fantasy,2008,12
823,2008-08-01 00:00:00+00:00,The Mummy: Tomb of the Dragon Emperor,Remake,175000000,40457770,102491776,130041797,303268449,405760225,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",2 wins & 6 nominations.,PG-13,112,"Action, Fantasy, Horror, Thriller",31,5.2,144872,tt0859163,6,['ol-U0ibnVD4'],3671904,222040395,384787693,514829490,51332910,Adventure,2008,8
824,2008-07-11 00:00:00+00:00,Journey to the Center of the Earth,Based on Fiction Book/Short Story,45000000,21018141,101704370,129042731,141476567,243180937,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",3 wins & 3 nominations.,PG,93,"Action, Adventure, Family, Fantasy, Sci-Fi",57,5.8,107973,tt0373051,3,['a6gUG2VKbig'],62669,57096100,179505783,308548514,26667864,Adventure,2008,7
825,2008-09-26 00:00:00+00:00,Eagle Eye,Original Screenplay,80000000,29150721,101440743,128706126,79144516,180585259,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",3 wins & 8 nominations.,PG-13,118,"Action, Mystery, Thriller",43,6.6,170261,tt1059786,8,['_wkqo_Rd3_Q'],1688557,101502510,100417088,229123214,36985892,Mystery,2008,9
826,2008-07-25 00:00:00+00:00,Step Brothers,Original Screenplay,65000000,30940732,100468793,127475027,28000000,128468793,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",3 wins & 2 nominations.,R,98,Comedy,51,6.9,254982,tt0838283,2,['CewglxElBK0'],1459692,82472143,35526461,163001488,39257669,Comedy,2008,7
827,2008-06-06 00:00:00+00:00,You Don't Mess With the Zohan,Original Screenplay,90000000,38531374,100018837,126904122,102892154,202910991,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",2 wins & 2 nominations.,PG-13,113,Comedy,54,5.5,182337,tt0960144,2,['ucmnTmYpGhI'],958282,114192199,130549792,257453914,48888692,,2008,6
828,2008-12-19 00:00:00+00:00,Yes Man,Based on Fiction Book/Short Story,50000000,18262471,97690976,122966142,128300000,225990976,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",3 wins & 9 nominations.,PG-13,104,"Comedy, Romance",46,6.8,318030,tt1068680,9,"['rvpsiIe2vBE', 'M3ar1tBj_Zk']",432565,62936284,161494507,284460649,22987441,Comedy,2008,12
829,2008-03-07 00:00:00+00:00,"10,000 B.C.",Original Screenplay,105000000,35867488,94784201,120262404,174281477,269065678,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",,PG-13,109,"Action, Adventure, Drama, Fantasy, History",34,5.1,122219,tt0443649,0,,,133224232,221128723,341391127,45508748,,2008,3
830,2008-10-03 00:00:00+00:00,Beverly Hills Chihuahua,Original Screenplay,20000000,29300465,94514402,119880276,59703766,154218168,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",3 wins & 6 nominations.,PG,91,"Adventure, Comedy, Drama, Family, Romance",41,3.8,21655,tt1014775,6,['sXvSEVO1Heo'],1199409,25367620,75727125,195607401,37164154,Adventure,2008,10
831,2008-08-06 00:00:00+00:00,Pineapple Express,Original Screenplay,26000000,23245025,87341380,110818932,15062639,102404019,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Metacritic', 'Value': '64/100'}]",Nominated for 1 Golden Globe. Another 2 wins & 14 nominations.,R,111,"Action, Comedy, Crime",64,7,303153,tt0910936,14,['wBSg5HOpXgs'],58877,32988856,19111508,129930440,29493338,Action,2008,8
832,2008-12-25 00:00:00+00:00,Valkyrie,Based on Real Life Events,90000000,21027007,83107829,104236174,120824345,203932174,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",2 wins & 11 nominations.,PG-13,121,"Drama, History, Thriller, War",56,7.1,219562,tt0985699,11,"['FHtCaVtryiE', 'm_1UrKgvKb0', '2gx8Sx8Ushk', 'oYBR82wSQxY']",1317239,112880528,151541287,255777461,26372662,Drama,2008,12
833,2008-03-28 00:00:00+00:00,21,Based on Fiction Book/Short Story,35000000,24105943,81159365,102975177,78687064,159846429,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",1 win & 5 nominations.,PG-13,123,"Crime, Drama, History, Thriller",48,6.8,220067,tt0478087,5,"['2v9z9EACSnU', '0DpvqzPdXoc']",55216,44408075,99838316,202813493,30585672,Drama,2008,3
834,2008-05-09 00:00:00+00:00,What Happens in Vegas...,Original Screenplay,35000000,20172474,80277646,101856459,138258062,218535708,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",2 wins & 3 nominations.,PG-13,99,"Comedy, Romance",36,6.1,159882,tt1033643,3,['EsO3PfQiXy8'],350275,44408079,175422142,277278601,25594880,,2008,5
835,2008-02-14 00:00:00+00:00,Jumper,Based on Fiction Book/Short Story,82500000,27354808,80172128,101722579,142468684,222640812,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",2 wins & 4 nominations.,PG-13,88,"Action, Adventure, Sci-Fi, Thriller",35,6.1,277184,tt0489099,4,['TaA9wnc7mmY'],,104676188,180764591,282487170,34707842,Adventure,2008,2
836,2008-01-18 00:00:00+00:00,Cloverfield,Original Screenplay,25000000,40058229,80048433,101565632,91253793,171302226,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",5 wins & 30 nominations.,PG-13,85,"Horror, Sci-Fi, Thriller",64,7,359679,tt1060277,30,['_afPFLvh2qg'],26777,31720056,115783017,217348649,50825971,Action,2008,1
837,2008-12-12 00:00:00+00:00,The Day the Earth Stood Still,Remake,80000000,30480153,79366978,100433423,158003372,237370350,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",3 wins & 5 nominations.,PG-13,104,"Drama, Sci-Fi, Thriller",40,5.5,158773,tt0970416,5,"['sU_wBld7FPo', '6U3cZuxcH_8']",10009,101234468,199942342,300375765,38570526,Drama,2008,12
838,2008-01-18 00:00:00+00:00,27 Dresses,Original Screenplay,30000000,23007725,76808654,97454990,83439151,160247805,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",5 wins & 3 nominations.,PG-13,111,"Comedy, Romance",47,6.1,148454,tt0988595,3,['gB2bILnrypc'],449343,38064066,105867779,203322769,29192252,Comedy,2008,1
839,2008-07-11 00:00:00+00:00,Hellboy II: The Golden Army,Based on Comic/Graphic Novel,82500000,34539115,75986503,96411841,84401560,160388063,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",Nominated for 1 Oscar. Another 5 wins & 29 nominations.,PG-13,120,"Action, Adventure, Fantasy, Horror, Sci-Fi, War",78,7,248707,tt0411477,29,['G_O0xYCy1cg'],3035703,104676180,107088883,203500724,43823304,Adventure,2008,7
840,2008-02-22 00:00:00+00:00,Vantage Point,Original Screenplay,40000000,22874936,72266306,91691649,78620023,150886329,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",2 wins & 2 nominations.,PG-13,90,"Action, Crime, Drama, Mystery, Thriller",40,6.6,141430,tt0443274,2,"['vPVIja8ATHU', 'V3LQ2sHVDPk']",58661,50752088,99753259,191444908,29023769,Drama,2008,2
841,2008-02-14 00:00:00+00:00,The Spiderwick Chronicles,Based on Fiction Book/Short Story,92500000,19004058,71195053,90332446,91644614,162839667,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",2 wins & 8 nominations.,PG,96,"Action, Adventure, Drama, Family, Fantasy",62,6.5,84004,tt0416236,8,['_yTZ8E3vbsE'],765990,117364211,116278895,206611341,24112392,Adventure,2008,2
842,2008-02-08 00:00:00+00:00,Fool's Gold,Original Screenplay,72500000,21589295,70231041,89109301,39131925,109362966,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",5 nominations.,PG-13,112,"Action, Adventure, Comedy, Romance, Thriller",29,5.7,70024,tt0770752,5,['7HaZ2M9aTnc'],21083,91988161,49650673,138759974,27392545,Romance,2008,2
843,2008-12-19 00:00:00+00:00,Seven Pounds,Original Screenplay,54000000,14851136,69951824,88224255,96665504,166617328,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",5 wins & 6 nominations.,PG-13,123,Drama,36,7.6,274962,tt0814314,6,['hvu2F6t26hs'],232179,68105583,121915935,210140190,18730468,Drama,2008,12
844,2008-11-07 00:00:00+00:00,Role Models,Original Screenplay,28000000,19167085,67300955,85359261,27199871,94500826,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",1 win & 4 nominations.,R,99,Comedy,61,6.8,214458,tt0430922,4,['wtFESEqa9fA'],480871,35513007,34498186,119857447,24310029,Comedy,2008,11
845,2008-06-13 00:00:00+00:00,The Happening,Original Screenplay,60000000,30517109,64506874,81846463,98271510,162778384,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",3 wins & 10 nominations.,R,91,"Drama, Mystery, Sci-Fi, Thriller",34,5,189612,tt0949731,10,['TIQ21m1Ks08'],2283130,76128131,124687107,206533570,38720174,Thriller,2008,6
846,2008-04-18 00:00:00+00:00,Forgetting Sarah Marshall,Original Screenplay,30000000,17725330,63172463,80153360,42000579,105173042,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",4 wins & 19 nominations.,R,111,"Comedy, Drama, Romance",67,7.1,253457,tt0800039,19,['K4xD8ZMdJms'],2234310,38064065,53290427,133443787,22489937,Comedy,2008,4
847,2008-04-25 00:00:00+00:00,Baby Mama,Original Screenplay,30000000,17407110,60494212,76755194,3676235,64170447,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",1 win & 5 nominations.,PG-13,99,"Comedy, Romance",55,6,40314,tt0871426,5,['stc7RUABPaU'],1184973,38064068,4664415,81419609,22086180,Comedy,2008,4
848,2008-09-12 00:00:00+00:00,Burn After Reading,Original Screenplay,37000000,19128001,60355347,76578997,107812451,168167798,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",Nominated for 2 Golden Globes. Another 8 wins & 30 nominations.,R,96,"Comedy, Crime, Drama, Thriller",63,7,295229,tt0887883,30,"['SVCHSiRWjJM', 'cnM-v3p1vvw']",884926,46945681,136792674,213371671,24269649,Comedy,2008,9
849,2008-02-14 00:00:00+00:00,Step Up 2 the Streets,Original Screenplay,17500000,18908826,58017783,73613091,90569127,148586910,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",2 wins & 3 nominations.,PG-13,98,"Drama, Music, Romance",50,6.2,77247,tt1023481,3,['bL2wDI-O5YQ'],3634884,22204038,114914308,188527399,23991560,,2008,2
850,2008-04-18 00:00:00+00:00,The Forbidden Kingdom,Based on Fiction Book/Short Story,55000000,21401121,52075270,66073218,77000000,129075270,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",5 nominations.,PG-13,104,"Action, Adventure, Fantasy",57,6.6,98480,tt0865556,5,['6t8_jG56mEo'],198881,69784121,97697770,163770988,27153789,Action,2008,4
851,2008-12-19 00:00:00+00:00,The Tale of Despereaux,Based on Fiction Book/Short Story,60000000,10103675,50877145,64162422,39605172,90482317,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",1 win & 8 nominations.,G,93,"Animation, Adventure, Comedy, Family, Fantasy",53,6.1,34666,tt0420238,8,['VhpN3obM5fc'],12907,75667479,49947058,114109480,12741993,Adventure,2008,12
852,2008-11-26 00:00:00+00:00,Australia,Original Screenplay,130000000,14800723,49554002,62719007,165526808,215080810,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",Nominated for 1 Oscar. Another 12 wins & 35 nominations.,PG-13,165,"Adventure, Comedy, Drama, Romance, War, Western",53,6.6,115683,tt0455824,35,"['mfI4hK9I2k0', '4XED0wWC_jc']",949632,164537082,209502292,272221299,18732829,Drama,2008,11
