Unnamed: 0,Released,Title,Source,Production Budget,Opening Weekend Revenue,Domestic Box Office,Infl. Adj. Dom. Box Office,International Box Office,Worldwide Box Office,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations,trailer ids,max viewcount,Infl. Adj. Production Budget,Infl. Adj. International Box Office,Infl. Adj. Worldwide Box Office,Infl. Adj. Opening Weekend Revenue,Genre
1686,"Aug 26, 2016",Mechanic: Resurrection,Original Screenplay,40000000,7456525,21218403,22346775,104511232,125729635,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",1 nomination.,R,98 min,"Action, Adventure, Thriller",38.0,5.7,"70,936",tt3522806,,['QF903RaKLvs'],13773637.0,42127157,110069027,132415802,7853055,Action
1687,"Jun 24, 2016",Free State of Jones,Based on Real Life Events,50000000,7572206,20810036,21916692,2427216,23237252,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",3 wins & 4 nominations.,R,139 min,"Action, Biography, Drama, History, War, Western",53.0,6.9,"47,634",tt1124037,4.0,['3EMkxEKKSQI'],5714796.0,52658947,2556292,24472984,7974888,War
1688,"Apr 29, 2016",Keanu,Original Screenplay,15000000,9453224,20591853,21686911,96288,20688141,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",4 wins & 5 nominations.,R,100 min,"Action, Comedy, Crime",63.0,6.3,"43,236",tt4139124,5.0,"['K9zy27apgI8', 'NhwuhhHYNgw']",2750408.0,15797687,101408,21788319,9955938,Action
1689,"Jan 15, 2016",Norm of the North,Original Screenplay,18000000,6844137,17062499,17969867,13473161,30535660,"[{'Source': 'Internet Movie Database', 'Value': '3.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",,PG,90 min,"Animation, Adventure, Comedy, Family",21.0,3.4,"8,291",tt1594972,,['u8A_F5oYJGI'],2453149.0,18957223,14189651,32159518,7208101,Adventure
1690,"Feb 26, 2016",Eddie the Eagle,Based on Real Life Events,23000000,6084682,15789389,16629048,29271091,45060480,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",2 wins & 8 nominations.,PG-13,106 min,"Biography, Comedy, Drama, Sport",54.0,7.4,"79,331",tt1083452,8.0,['hyzQjVUmIxk'],5253849.0,24223109,30827689,47456737,6408257,Comedy
1691,"Jul 13, 2016",The Infiltrator,Based on Factual Book/Article,47500000,5303775,15436808,16257724,5281296,20718104,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",,R,127 min,"Biography, Crime, Drama, Thriller",66.0,7.0,"64,058",tt1355631,,"['7cnUI_ryp2w', 'hiPO2mTg2XE']",5323300.0,50026008,5562150,21819874,5585825,Crime
1692,"Apr 15, 2016",Criminal,Original Screenplay,31500000,5767278,14708696,15490890,24062566,38771262,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",,R,113 min,"Action, Crime, Drama, Mystery, Sci-Fi, Thriller",36.0,6.3,"55,126",tt3014866,,['3bvnoqsvY-M'],3822834.0,33175139,25342189,40833079,6073976,Action
1693,"Feb 26, 2016",Triple 9,Original Screenplay,20000000,6109085,12639297,13311441,13304495,25943792,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",4 nominations.,R,115 min,"Action, Crime, Thriller",52.0,6.3,"62,492",tt1712261,4.0,"['vEa7iTdH_Z4', 'jrBIt3GEXaA']",2294563.0,21063578,14012013,27323454,6433959,Action
1694,"Sep 2, 2016",The Light Between Oceans,Based on Fiction Book/Short Story,20000000,4765838,12545979,13213162,9735753,22281732,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",1 win & 11 nominations.,PG-13,133 min,"Drama, Romance",60.0,7.2,"48,484",tt2547584,11.0,"['w51IR_BFGyc', 'lk7yw00a4fs']",2002392.0,21063580,10253490,23466652,5019280,Drama
1695,"Jul 15, 2016",Café Society,Original Screenplay,30000000,359289,11103205,11693660,33256307,44359512,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",7 nominations.,PG-13,96 min,"Comedy, Drama, Romance",64.0,6.6,"65,609",tt4513674,7.0,['4NRQPTE2Y-c'],249232.0,31595363,35024837,46718497,378395,Comedy
1696,"Feb 5, 2016",Pride and Prejudice and Zombies,Based on Fiction Book/Short Story,28000000,5324240,10907291,11487327,5731009,16638300,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",1 win & 3 nominations.,PG-13,108 min,"Action, Comedy, Fantasy, Horror, Romance",45.0,5.8,"48,314",tt1374989,3.0,"['y5N7OyoTCXg', 'syjfmdvLu9c']",5129724.0,29489004,6035776,17523103,5607376,Romance
1697,"Nov 18, 2016",Nocturnal Animals,Based on Fiction Book/Short Story,22500000,492648,10663357,11212451,21735324,32398681,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",Nominated for 1 Oscar. Another 19 wins & 145 nominations.,R,116 min,"Drama, Thriller",67.0,7.5,"218,767",tt4550098,145.0,"['juFmTNbFh8g', 'JOsEU5oYpTA']",5179485.0,23658604,22854552,34067003,518016,Drama
1698,"Dec 25, 2016",Live by Night,Based on Fiction Book/Short Story,65000000,33336,10378555,10544105,11395877,21774432,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",3 nominations.,R,129 min,"Action, Crime, Drama, Thriller",49.0,6.4,"49,128",tt2361317,3.0,"['CtFZcAuH-qI', 'ClcQUlXcCKw']",4861715.0,66036825,11577654,22121759,33867,Crime
1699,"Jun 3, 2016",Popstar: Never Stop Never Stopping,Based on Web Series,20000000,4698715,9496130,10001122,40990,9537120,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",1 win & 6 nominations.,R,87 min,"Comedy, Music",68.0,6.7,"49,740",tt3960412,6.0,"['Qnj9Dvl2fQE', 'Q9RoNzJrmDo']",4742788.0,21063574,43169,10044291,4948586,Comedy
1700,"Dec 15, 2017",Star Wars Episode VIII: The Last Jedi,Original Screenplay,200000000,220009584,620181382,628253896,712358507,1332539889,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",Nominated for 4 Oscars. Another 23 wins & 89 nominations.,PG-13,152 min,"Action, Adventure, Fantasy, Sci-Fi",85.0,7.0,"524,507",tt2527336,89.0,['Q0CbN8sfihY'],54886769.0,202603275,721630833,1349884729,222873311,
1701,"Mar 17, 2017",Beauty and the Beast,Remake,160000000,174750616,504014165,511880606,759506961,1263521126,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",Won 2 Oscars. Another 27 wins & 34 nominations.,G,84 min,"Animation, Family, Fantasy, Musical, Romance",95.0,8.0,"401,616",tt0101414,34.0,"['tRlzmyveDHE', 'nPdloBDcDDA', '6vfCFxwa2kE']",2077595.0,162497212,771361026,1283241632,177478050,Romance
1702,"Jun 2, 2017",Wonder Woman,Based on Comic/Graphic Novel,150000000,103251471,412563408,419002525,408569970,821133378,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",23 wins & 70 nominations.,PG-13,141 min,"Action, Adventure, Fantasy, Sci-Fi, War",76.0,7.4,"514,672",tt0451279,70.0,"['1Q8fG0TtVAY', '5lGoQhFb4NM', 'INLzqh7rZ-U', 'VSB4wGIdDwo']",30050475.0,152341137,414946759,833949284,104862976,Action
1703,"Dec 20, 2017",Jumanji: Welcome to the Jungle,Original Screenplay,90000000,36169328,404508916,407146634,559987277,964496193,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",5 wins & 14 nominations.,PG-13,119 min,"Action, Adventure, Comedy, Fantasy",58.0,6.9,"284,295",tt2283362,14.0,"['2QKg5SZ_35I', 'ubn4zeM40tk', 'v_TJKwJwN0E']",33390733.0,90586871,563638836,970785470,36405180,
1704,"May 5, 2017",Guardians of the Galaxy Vol 2,Based on Comic/Graphic Novel,200000000,146510104,389813101,395897133,479300000,869113101,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",Nominated for 1 Oscar. Another 14 wins & 52 nominations.,PG-13,136 min,"Action, Adventure, Comedy, Sci-Fi",67.0,7.6,"522,765",tt3896198,52.0,['wUn05hdkhjM'],3675278.0,203121512,486780704,882677837,148796769,
1705,"Jul 7, 2017",Spider-Man: Homecoming,Based on Comic/Graphic Novel,175000000,117027503,334201140,339417210,545965210,880166350,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",7 wins & 9 nominations.,PG-13,133 min,"Action, Adventure, Sci-Fi",73.0,7.4,"470,359",tt2250912,9.0,"['rk-dF1lIbIg', 'DiTECkLZ8HM', 'xpu9yRO_rvU', 'lCkVr1n1eCA', 'xEvV3OsE2WM', 'xbQdPBiF3Co']",28109202.0,177731325,554486404,893903614,118854018,
1706,"Sep 8, 2017",It,Remake,35000000,123403419,328828874,332592945,372900000,701728874,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",8 wins & 45 nominations.,R,135 min,Horror,69.0,7.3,"420,881",tt1396484,45.0,"['xKJmEC5ieOk', 'FnCdOQsX5kc']",57862473.0,35400641,377168548,709761493,124816005,Drama
1707,"Nov 3, 2017",Thor: Ragnarok,Based on Comic/Graphic Novel,180000000,122744989,315058289,319915752,538900000,853958289,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",6 wins & 48 nominations.,PG-13,130 min,"Action, Adventure, Comedy, Fantasy, Sci-Fi",74.0,7.9,"532,010",tt3501632,48.0,['ue80QwXMRHg'],74299900.0,182775179,547208579,867124331,124637430,Action
1708,"Jun 30, 2017",Despicable Me 3,Original Screenplay,75000000,72434025,264624300,268754438,770100410,1034724710,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",32 nominations.,PG,89 min,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",49.0,6.3,"102,071",tt3469046,32.0,"['euz-KBBfAAo', '6DBi41reeF0']",37431792.0,76170566,782119793,1050874231,73564542,Action
1709,"Nov 17, 2017",Justice League,Based on Comic/Graphic Novel,300000000,93842239,229024295,232544520,426920914,655945209,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",2 wins & 13 nominations.,PG-13,120 min,"Action, Adventure, Fantasy, Sci-Fi",45.0,6.4,"352,866",tt0974015,13.0,"['3cxixDgHUYw', 'r9-DM9uBtVI']",36593673.0,304611159,433482915,666027435,95284644,Action
1710,"Mar 3, 2017",Logan,Based on Comic/Graphic Novel,127000000,88411916,226277068,229808705,389184326,615461394,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",Nominated for 1 Oscar. Another 26 wins & 73 nominations.,R,137 min,"Action, Drama, Sci-Fi, Thriller",77.0,8.1,"600,178",tt3315342,73.0,"['Div0iP65aZo', 'RH3OxVFvTeg']",30932614.0,128982162,395258550,625067255,89791811,Comedy
1711,"Apr 14, 2017",The Fate of the Furious,Original Screenplay,250000000,98786705,225764765,229288406,1013000000,1238764765,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",1 win & 11 nominations.,PG-13,136 min,"Action, Adventure, Thriller",56.0,6.7,"191,911",tt4630562,11.0,"['JwMKRevYa_M', 'jeKBMdYaM3U']",19324335.0,253901894,1028810475,1258098881,100328526,Action
1712,"Nov 22, 2017",Coco,Based on Folk Tale/Legend/Fairytale,175000000,50802605,209726015,212532784,597400000,807126015,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",Won 2 Oscars. Another 108 wins & 35 nominations.,PG,105 min,"Animation, Adventure, Family, Fantasy, Music, Mystery",81.0,8.4,"320,987",tt2380307,35.0,"['xlnPHQ3TLX8', 'bvomHFZO0mk', 'Rvr68u6k5sI', '_TLXORFumu0']",7770653.0,177342029,605395020,817927804,51482497,Comedy
1713,"Jul 21, 2017",Dunkirk,Original Screenplay,150000000,50513488,190068280,193008323,309769088,499837368,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",Won 3 Oscars. Another 64 wins & 227 nominations.,PG-13,106 min,"Action, Drama, History, Thriller, War",94.0,7.9,"501,037",tt5013056,227.0,"['F-eMt3SrfFU', 'T7O7BtBnsG4']",42214438.0,152320252,314560705,507569028,51294848,Drama
1714,"Feb 10, 2017",The Lego Batman Movie,Based on Toy,80000000,53003468,175750384,178493423,134909634,310660018,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",12 wins & 67 nominations.,PG,104 min,"Animation, Action, Comedy, Family",75.0,7.3,"123,584",tt4116284,67.0,"['aBJyp2LFHgk', 'iMdQXYQ_MD8', 'rGQUKzSDhrg', 'LHgQSwgKygk']",15867231.0,81248606,137015247,315508670,53830724,Action
1715,"Mar 31, 2017",The Boss Baby,Based on Fiction Book/Short Story,125000000,50198902,175003033,177734406,335875729,510878762,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",Nominated for 1 Oscar. Another 4 wins & 20 nominations.,PG,97 min,"Animation, Adventure, Comedy, Family, Fantasy",50.0,6.3,"100,212",tt3874544,20.0,"['Ud8j5GaqH3c', 'tquIfapGVqs']",17853415.0,126950946,341117934,518852340,50982385,Animation
1716,"Dec 20, 2017",The Greatest Showman,Based on Real Life Events,84000000,8805843,174340174,175105524,266633348,440973522,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",Nominated for 1 Oscar. Another 15 wins & 31 nominations.,PG,105 min,"Biography, Drama, Musical",48.0,7.6,"213,714",tt1485796,31.0,"['AXCTMGYUg9A', 'jr9QtXwC9vc']",21361946.0,84368758,267803863,442909387,8844500,
1717,"May 26, 2017",Pirates of the Caribbean: Dead Men Tell No Tales,Based on Theme Park Ride,230000000,62983253,172558876,175252095,615682261,788241137,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",1 win & 12 nominations.,PG-13,129 min,"Action, Adventure, Fantasy",39.0,6.6,"242,432",tt1790809,12.0,['Hgeu5rhoxxY'],6638250.0,233589733,625291544,800543639,63966266,Adventure
1718,"Mar 10, 2017",Kong: Skull Island,Original Screenplay,185000000,61025472,168052812,170675713,393019247,561072059,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",Nominated for 1 Oscar. Another 1 win & 19 nominations.,PG-13,118 min,"Action, Adventure, Fantasy, Sci-Fi",62.0,6.6,"252,647",tt3731562,19.0,"['44LdLqgOpjo', 'YK5hbs4LOI8', '7EOTp_QPzY0']",15379305.0,187887405,399153334,569829047,61977933,Action
1719,"Jun 16, 2017",Cars 3,Original Screenplay,175000000,53688680,152901115,155287530,230640254,383541369,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",1 win & 23 nominations.,G,102 min,"Animation, Adventure, Comedy, Family, Sport",59.0,6.7,"66,096",tt3606752,23.0,"['2LeOH9AGJQM', 'ZuaseSovWDY']",23431823.0,177731324,234239988,389527518,54526629,Family
1720,"Jul 14, 2017",War for the Planet of the Apes,Original Screenplay,152000000,56262929,146880162,149172606,342712105,489592267,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",Nominated for 1 Oscar. Another 28 wins & 62 nominations.,PG-13,140 min,"Action, Adventure, Drama, Sci-Fi, Thriller",82.0,7.4,"213,244",tt3450958,62.0,"['JDcAlo8i2y8', 'qxjPjPzQ1iU', 'hHUBpMznFJI', '1TxqmlIv1Iw']",11400599.0,154372352,348061011,497233617,57141057,Drama
1721,"Nov 17, 2017",Wonder,Based on Factual Book/Article,20000000,27547866,132422809,134320054,172181903,304604712,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",Nominated for 1 Oscar. Another 4 wins & 26 nominations.,PG,113 min,"Drama, Family",66.0,8.0,"123,097",tt2543472,26.0,"['ZDPEKXx_lAI', 'ngiK1gQKgK8', 'ASAGdtAJPnU']",9761808.0,20286543,174648783,308968837,27942549,
1722,"Jun 21, 2017",Transformers: The Last Knight,Based on TV,217000000,44680073,130168683,132200293,472724657,602893340,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",2 wins & 19 nominations.,PG-13,154 min,"Action, Adventure, Sci-Fi",27.0,5.2,"126,740",tt3371366,19.0,"['6Vtf0MszgP8', 'Ue7cNNfjCyc', 'e_uBTsgRJlk']",13371793.0,220386831,480102715,612303008,45377418,Action
1723,"Jul 21, 2017",Girls Trip,Original Screenplay,28000000,31201920,115108515,116905077,25777838,140886353,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",13 wins & 38 nominations.,R,122 min,"Adventure, Comedy, Drama",71.0,6.2,"31,753",tt3564472,38.0,"['xMvDfO5yXYk', '7jE61BzKmgQ']",6054895.0,28437011,26180166,143085243,31688905,Comedy
1724,"Feb 10, 2017",Fifty Shades Darker,Based on Fiction Book/Short Story,55000000,46607250,114434010,116220042,266964482,381398492,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",3 wins & 12 nominations.,R,118 min,"Drama, Romance",33.0,4.6,"85,936",tt4465564,12.0,"['n6BVyk7hty8', 'TUnylyz5mqQ']",24657403.0,55858414,271131137,387351179,47334673,Drama
1725,"Jun 28, 2017",Baby Driver,Original Screenplay,34000000,20553320,107825862,109508759,120278323,228104185,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",Nominated for 3 Oscars. Another 41 wins & 59 nominations.,R,113 min,"Action, Crime, Drama, Music, Thriller",86.0,7.6,"397,231",tt3890160,59.0,"['zTvJJnoWIPk', 'z2z857RSfhk', 'YR8cerFfWZo']",9792432.0,34530656,122155572,231664331,20874106,Action
1726,"Dec 22, 2017",Pitch Perfect 3,Based on Factual Book/Article,45000000,19928525,104897530,105885484,80838882,185736412,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",3 wins & 6 nominations.,PG-13,93 min,"Comedy, Music",40.0,5.8,"49,887",tt4765284,6.0,"['Hihto8onbUU', 'aVsOXRgjeeU']",13349136.0,45423822,81600244,187485728,20116217,Comedy
1727,"Nov 10, 2017",Daddy’s Home 2,Original Screenplay,70000000,29651193,104029443,105618161,71777740,175807183,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",1 win & 8 nominations.,PG-13,100 min,Comedy,30.0,6.0,"55,769",tt5657846,8.0,"['huaGQdrkrK0', 'hTKMUn87SxA']",4844740.0,71069026,72873916,178492077,30104020,
1728,"Nov 10, 2017",Murder on the Orient Express,Remake,55000000,28681472,102826543,104396965,243096187,345922730,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",1 win & 23 nominations.,PG-13,114 min,"Crime, Drama, Mystery",52.0,6.5,"191,753",tt3402236,23.0,"['Mq4m3yAoW8E', 'z68frP9Q7XA']",18247251.0,55839989,246808882,351205847,29119510,Drama
1729,"Aug 11, 2017",Annabelle: Creation,Original Screenplay,15000000,35006404,102092201,103685611,203292664,305384865,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",1 win & 6 nominations.,R,109 min,"Horror, Mystery, Thriller",62.0,6.5,"101,797",tt5140878,6.0,"['KisPhy7T__Q', 'EjZkJa6Z-SY']",19048190.0,15234113,206465566,310151177,35552768,
1730,"Sep 22, 2017",Kingsman: The Golden Circle,Based on Comic/Graphic Novel,104000000,39023010,100234838,101799139,308568858,408803696,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",2 wins & 7 nominations.,R,141 min,"Action, Adventure, Comedy",44.0,6.7,"247,900",tt4649466,7.0,"['6Nxc-3WpMbg', '0fvqnGmr9S8']",24129227.0,105623061,313384494,415183633,39632017,
1731,"Oct 6, 2017",Blade Runner 2049,Based on Fiction Book/Short Story,185000000,32753122,92054159,93484661,167303249,259357408,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",Won 2 Oscars. Another 97 wins & 156 nominations.,R,164 min,"Action, Drama, Mystery, Sci-Fi, Thriller",81.0,8.0,"412,480",tt1856101,156.0,"['gCcx85zbxz4', 'dZOaI_Fn5o4']",29978035.0,187874860,169903105,263387766,33262098,
1732,"Feb 10, 2017",John Wick: Chapter 2,Original Screenplay,40000000,30436123,92029184,93465530,79288087,171317271,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",4 wins & 6 nominations.,R,122 min,"Action, Crime, Thriller",75.0,7.5,"331,753",tt4425200,6.0,"['LZrX9mffH8Y', 'Sx1Qm3gavRg']",737802.0,40624300,80525576,173991106,30911154,Thriller
1733,"Jul 28, 2017",The Emoji Movie,Original Screenplay,50000000,24531923,86089513,87433161,130475327,216564840,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '12/100'}]",5 wins & 3 nominations.,PG,86 min,"Animation, Adventure, Comedy, Family, Fantasy",12.0,3.2,"51,743",tt4877122,3.0,"['r8pJt4dK_s4', 'Rd85FEdJfTw']",16905232.0,50780378,132511729,219944890,24914806,Comedy
1734,"Mar 24, 2017",Power Rangers,Based on TV,120000000,40300288,85364450,86696782,57167102,142531552,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",6 nominations.,PG-13,124 min,"Action, Adventure, Sci-Fi",44.0,5.9,"97,341",tt3717490,6.0,"['oFkulzWMotY', '5kIe6UZHSXw']",45853598.0,121872908,58059341,144756123,40929277,Action
1735,"Dec 15, 2017",Ferdinand,Based on Fiction Book/Short Story,111000000,13401586,84410380,85246114,205428533,289838913,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",Nominated for 1 Oscar. Another 2 wins & 19 nominations.,PG,108 min,"Animation, Adventure, Comedy, Family, Fantasy",58.0,6.7,"43,742",tt3411444,19.0,"['HBXVM7oUPVk', 'n7RkOfN8KvE']",6732896.0,112098993,207462448,292708562,13534273,
1736,"Dec 22, 2017",The Post,Based on Real Life Events,50000000,526011,81903458,81930931,97865999,179769457,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",Nominated for 2 Oscars. Another 18 wins & 111 nominations.,PG-13,116 min,"Biography, Drama, History, Thriller",83.0,7.2,"117,848",tt6294822,111.0,['nrXlY6gzTTM'],17473327.0,50016771,97898826,179829757,526187,
1737,"Jun 9, 2017",The Mummy,Based on Folk Tale/Legend/Fairytale,195000000,31668375,80101125,81351307,329852780,409953905,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",Nominated for 1 Oscar. Another 5 wins & 20 nominations.,PG-13,124 min,"Action, Adventure, Fantasy",48.0,7.0,"374,727",tt0120616,20.0,['h3ptPtxWJRs'],1235623.0,198043471,335000972,416352279,32162640,Adventure
