Unnamed: 0,Released,Title,Source,Production Budget,Opening Weekend Revenue,Domestic Box Office,Infl. Adj. Dom. Box Office,International Box Office,Worldwide Box Office,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations,trailer ids,max viewcount,Infl. Adj. Production Budget,Infl. Adj. International Box Office,Infl. Adj. Worldwide Box Office,Infl. Adj. Opening Weekend Revenue,Genre
416,"Dec 17, 2004",Lemony Snicket's A Series of Unfortunate Events,Based on Fiction Book/Short Story,100000000,30061756,118627117,172925628,94328907,212956024,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",Won 1 Oscar. Another 9 wins & 28 nominations.,PG,108 min,"Adventure, Comedy, Family, Fantasy",62.0,6.8,"188,339",tt0339291,28.0,['fccho1IyX8Y'],1568925.0,145772427,137505537,310431165,43821751,Adventure
417,"Jun 18, 2004",Dodgeball: A True Underdog Story,Original Screenplay,30000000,30070196,114326736,167716029,53464968,167791704,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",2 wins & 9 nominations.,PG-13,92 min,"Comedy, Sport",55.0,6.7,"219,266",tt0364725,9.0,"['MYie9VhNW8g', 'j5unqrzdF5k']",42237.0,44009660,78432503,246148532,44112637,
418,"Jul 30, 2004",The Village,Original Screenplay,71682975,50746142,114197520,167526468,143444114,257641634,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",Nominated for 1 Oscar. Another 4 wins & 22 nominations.,PG-13,108 min,"Drama, Mystery, Thriller",44.0,6.5,"233,437",tt0368447,22.0,['c7TL1BZegLo'],47723.0,105158112,210430890,377957358,74444015,Drama
419,"Dec 17, 2004",The Aviator,Based on Real Life Events,110000000,858021,102608827,147273089,105762065,208370892,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",Won 5 Oscars. Another 81 wins & 130 nominations.,PG-13,170 min,"Biography, Drama",77.0,7.5,"316,662",tt0338751,130.0,['FebPJlmgldE'],1931240.0,157881541,151798889,299071978,1231506,Drama
420,"Dec 15, 2004",Million Dollar Baby,Based on Fiction Book/Short Story,30000000,179953,100492203,142872176,131436024,231928227,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",Won 4 Oscars. Another 64 wins & 84 nominations.,PG-13,132 min,"Drama, Sport",86.0,8.1,"605,093",tt0405159,84.0,"['5_RsHRmIRBY', 'shbZOZmoyF0']",1371177.0,42651719,186865748,329737924,255843,Drama
421,"Aug 6, 2004",Collateral,Original Screenplay,60000000,24701458,100170152,146948481,117500000,217670152,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",Nominated for 2 Oscars. Another 23 wins & 68 nominations.,R,120 min,"Crime, Drama, Thriller",71.0,7.5,"342,555",tt0369339,68.0,['JlcX_GXtf40'],7822.0,88019321,172371172,319319653,36236759,Drama
422,"Aug 11, 2004",The Princess Diaries 2: Royal Engagement,Based on Fiction Book/Short Story,45000000,22956453,95149435,139583147,26922000,122071435,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",1 win & 2 nominations.,G,113 min,"Comedy, Family, Romance",43.0,5.8,"69,721",tt0368933,2.0,['iemU7EUQgmo'],26252.0,66014491,39494270,179077417,33676857,Comedy
423,"Mar 5, 2004",Starsky & Hutch,Based on TV,60000000,28103367,88200225,129388729,82000000,170200225,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",3 wins & 10 nominations.,PG-13,101 min,"Comedy, Crime",55.0,6.1,"134,255",tt0335438,10.0,['o0NsujlK0FY'],127746.0,88019318,120293069,249681798,41227320,Comedy
424,"Jan 16, 2004",Along Came Polly,Original Screenplay,42000000,27721185,88073507,129202839,84970903,173044410,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",1 win & 9 nominations.,PG-13,90 min,"Comedy, Romance",44.0,6.0,"121,252",tt0343135,9.0,['BTXS-5D_U8k'],597734.0,61613525,124651354,253854193,40666664,Comedy
425,"Apr 30, 2004",Mean Girls,Based on Fiction Book/Short Story,18000000,24432195,86047227,126230310,44905799,130953026,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",7 wins & 25 nominations.,PG-13,97 min,Comedy,66.0,7.0,"311,563",tt0377092,25.0,['KAOmTMCtGkI'],8606913.0,26405796,65876299,192106609,35841754,Comedy
426,"Nov 19, 2004",The SpongeBob SquarePants Movie,Based on TV,30000000,32018216,85416609,125144234,56634646,142051255,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",1 win & 10 nominations.,PG,87 min,"Animation, Adventure, Comedy, Family, Fantasy",66.0,7.0,"73,784",tt0345950,10.0,['Tv8xk7BKaNM'],9824435.0,43953126,82975658,208119892,46910023,Animation
427,"Mar 26, 2004",Scooby-Doo 2: Monsters Unleashed,Based on TV,25000000,29438331,84185387,123499014,97000000,181185387,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",1 win & 4 nominations.,PG,93 min,"Adventure, Comedy, Family, Fantasy, Horror, Mystery, Sci-Fi",34.0,5.0,"45,344",tt0331632,4.0,['b-mArPr_Txg'],704364.0,36674718,142297906,265796920,43185699,Mystery
428,"Jul 9, 2004",Anchorman: The Legend of Ron Burgundy,Original Screenplay,25000000,28416365,84136909,123427892,5339356,89476265,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",1 win & 13 nominations.,PG-13,94 min,Comedy,63.0,7.2,"317,242",tt0357413,13.0,"['NJQ4qEWm9lU', '-T3wnP91OnI']",928832.0,36674716,7832774,131260666,41686485,Comedy
429,"Jun 25, 2004",The Notebook,Based on Fiction Book/Short Story,30000000,13464745,81001787,118828708,35023236,116025023,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",12 wins & 10 nominations.,PG-13,123 min,"Drama, Romance",53.0,7.8,"489,635",tt0332280,10.0,['FC6biTjEyZw'],5926627.0,44009661,51378692,170207400,19752629,Romance
430,"Aug 13, 2004",Alien vs. Predator,Spin-Off,70000000,38291056,80281096,117771456,92262423,172543519,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",2 wins & 4 nominations.,PG-13,101 min,"Action, Adventure, Horror, Sci-Fi, Thriller",29.0,5.6,"178,257",tt0370263,4.0,"['gDMa68ptp2w', '_kF_sV4-nV8', 'Cld40qD7HcY']",826083.0,102689204,135347926,253119382,56172544,
431,"Apr 23, 2004",Man on Fire,Remake,60000000,22751490,77906816,114288412,53061763,130968579,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",1 win & 7 nominations.,R,146 min,"Action, Crime, Drama, Thriller",47.0,7.7,"315,758",tt0328107,7.0,['eDDh50B6kA4'],358285.0,88019316,77841002,192129414,33376176,Action
432,"Jun 18, 2004",The Terminal,Based on Real Life Events,75000000,19053199,77073959,113066624,141600000,218673959,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",7 wins & 8 nominations.,PG-13,128 min,"Comedy, Drama, Romance",55.0,7.3,"378,486",tt0362227,8.0,"['B-suuEQyoVc', 'iAXIMQ1iXFs']",31619.0,110024149,207725594,320792218,27950826,Comedy
433,"Jun 11, 2004",Garfield,Based on Comic/Graphic Novel,50000000,21727611,75367693,110563551,132726857,208094550,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",1 win & 1 nomination.,PG,80 min,"Animation, Comedy, Family, Fantasy",27.0,5.0,"75,214",tt0356634,,['5g1SLGRM6qU'],515058.0,73349433,194708794,305272345,31874158,Animation
434,"Oct 29, 2004",Ray,Based on Real Life Events,40000000,20039730,75305995,110303916,49517099,124823094,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",Won 2 Oscars. Another 52 wins & 54 nominations.,PG-13,152 min,"Biography, Drama, Music",73.0,7.7,"131,615",tt0350258,54.0,['X1rJvSF3l6k'],440439.0,58589713,72529815,182833731,29353050,Drama
435,"Oct 1, 2004",Ladder 49,Original Screenplay,60000000,22088204,74541707,109321130,27791141,102332848,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",1 win & 7 nominations.,PG-13,115 min,"Action, Drama, Thriller",47.0,6.5,"53,543",tt0349710,7.0,['jpU7gzT6CdM'],263360.0,87994601,40757839,150078969,32394045,Drama
436,"Nov 24, 2004",Christmas with the Kranks,Based on Fiction Book/Short Story,50000000,21570867,73701902,108091252,22767285,96469187,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",3 wins & 4 nominations.,PG,99 min,"Comedy, Family",22.0,5.3,"40,254",tt0388419,4.0,['jiPMySZo0Sc'],78990.0,73330028,33390513,141481765,31635845,Comedy
437,"Oct 22, 2004",Sideways,Based on Fiction Book/Short Story,17000000,207042,71502303,102645750,38290889,109793192,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",Won 1 Oscar. Another 122 wins & 89 nominations.,R,127 min,"Comedy, Drama, Romance",94.0,7.5,"172,937",tt0375063,89.0,['Pqbz8yojxBY'],443400.0,24404497,54968817,157614567,297220,Comedy
438,"Jun 23, 2004",White Chicks,Original Screenplay,20000000,19676748,69148997,101440797,42300000,111448997,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",3 wins & 13 nominations.,PG-13,109 min,"Comedy, Crime",41.0,5.6,"123,462",tt0381707,13.0,['aeVkbNka9HM'],911354.0,29339773,62053621,163494418,28865566,Comedy
439,"Mar 5, 2004",Hidalgo,Original Screenplay,78000000,18829435,67286731,98708872,40800000,108086731,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",1 win & 2 nominations.,PG-13,136 min,"Action, Adventure, Biography, Drama, Sport, Western",54.0,6.7,"74,847",tt0317648,2.0,"['rV0K8ddyKh8', 'i2sRtzNRDCA']",115099.0,114425116,59853137,158562009,27622567,Western
440,"Sep 24, 2004",The Forgotten,Original Screenplay,50000000,21022111,66711892,97865587,50500000,117211892,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",7 nominations.,PG-13,91 min,"Drama, Mystery, Sci-Fi, Thriller",43.0,5.8,"62,552",tt0356618,7.0,['omMvU7J8uf8'],99092.0,73349431,74082925,171948512,30839197,Crime
441,"Apr 16, 2004",Kill Bill: Vol. 2,Original Screenplay,55000000,25104949,66207920,97126265,87328062,153535982,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",Nominated for 2 Golden Globes. Another 22 wins & 82 nominations.,R,137 min,"Action, Crime, Thriller",83.0,8.0,"646,517",tt0378194,82.0,['WTt8cCIvGYI'],698258.0,80684373,128109272,225235537,36828674,Action
442,"Jul 30, 2004",The Manchurian Candidate,Remake,80000000,20018620,65948711,96746014,30200000,96148711,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",Nominated for 1 Golden Globe. Another 1 win & 11 nominations.,R,129 min,"Drama, Mystery, Sci-Fi, Thriller",76.0,6.6,"99,413",tt0368008,11.0,['tgCyowLRfvA'],20714.0,117359096,44303058,141049072,29367089,Mystery
443,"Feb 6, 2004",Barbershop 2: Back in Business,Original Screenplay,18000000,24241612,65070412,95457559,772000,65842412,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",2 wins & 10 nominations.,PG-13,106 min,"Comedy, Drama",59.0,5.7,"13,735",tt0337579,10.0,['8YSs8Lzb6FI'],227378.0,26405796,1132515,96590074,35562170,
444,"Feb 6, 2004",Miracle,Based on Real Life Events,28000000,19377577,64378093,94441931,96612,64474705,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",2 wins & 4 nominations.,PG,135 min,"Biography, Drama, History, Sport",68.0,7.5,"44,647",tt0349825,4.0,['X7xfRXGMrDM'],380111.0,41075681,141728,94583659,28426685,Drama
445,"Oct 8, 2004",Friday Night Lights,Based on Fiction Book/Short Story,30000000,20269025,61255921,89861741,694849,61950770,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",2 wins & 5 nominations.,PG-13,118 min,"Action, Drama, Sport",70.0,7.2,"55,967",tt0390022,5.0,['dzwJFNZLvxo'],83374.0,44009659,1019335,90881076,29734429,Drama
446,"Apr 2, 2004",Hellboy,Based on Comic/Graphic Novel,60000000,23172440,59623958,87467670,40200000,99823958,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",3 wins & 23 nominations.,PG-13,122 min,"Action, Fantasy, Horror, Sci-Fi",72.0,6.8,"297,351",tt0167190,23.0,"['dt5g5_1cKVk', 'ZsBO4b3tyZg']",14661005.0,88019319,58972943,146440613,33993706,Fantasy
447,"Jun 11, 2004",The Stepford Wives,Remake,100000000,21406781,59475623,87250068,36746348,96221971,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",3 wins.,PG-13,93 min,"Comedy, Horror, Sci-Fi, Thriller",42.0,5.3,"58,015",tt0327162,,['B3HASgMS7w0'],692574.0,146698871,53906477,141156545,31403506,Horror
448,"Mar 19, 2004",Dawn of the Dead,Remake,28000000,26722575,58990765,86538787,44462110,103452875,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",1 win & 17 nominations.,R,101 min,"Action, Horror",59.0,7.3,"225,770",tt0363547,17.0,['DV8mJcuYVaA'],150848.0,41075684,65225413,151764200,39201716,Fantasy
449,"Aug 20, 2004",Without a Paddle,Based on Fiction Book/Short Story,30000000,13528946,58156435,85312599,6964845,65121280,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",,PG-13,95 min,"Adventure, Comedy, Mystery",29.0,5.9,"42,812",tt0364751,,"['t8pz1gIVWYc', 'CutKiSmYBIg']",660851.0,44008508,10217081,95529680,19846291,Action
450,"Oct 15, 2004",Shall We Dance?,Remake,40000000,11783467,57887882,84887080,60210000,118097882,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",55 wins & 7 nominations.,PG,136 min,"Comedy, Drama, Music, Romance",68.0,7.7,"10,151",tt0117615,7.0,['UGtS3CL-zpo'],270681.0,58656200,88292245,173179325,17279335,Music
451,"Jun 11, 2004",The Chronicles of Riddick,Original Screenplay,120000000,24289165,57712751,84663949,49500000,107212751,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",5 nominations.,R,119 min,"Action, Adventure, Sci-Fi, Thriller",38.0,6.7,"208,292",tt0296572,5.0,['cSqQxoT3wMQ'],31028.0,176038634,72615936,157279885,35631928,Action
452,"Apr 23, 2004",13 Going On 30,Original Screenplay,37000000,21054238,57139723,83823324,40518989,97658712,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",11 nominations.,PG-13,98 min,"Comedy, Fantasy, Romance",57.0,6.1,"155,539",tt0337563,11.0,['SApIKVq1iJQ'],657276.0,54278579,59440896,143264220,30886327,
453,"Aug 27, 2004",Hero,Original Screenplay,17000000,18004319,53652140,78707084,123883818,177535958,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Metacritic', 'Value': '85/100'}]",Nominated for 1 Oscar. Another 46 wins & 43 nominations.,PG-13,107 min,"Action, Adventure, History",85.0,7.9,"168,858",tt0299977,43.0,"['OvgyXKDXdZY', '8IdMPpKMdcc', 'vco0SpSz17g', 'etEkugzg8zA', 'z3biFxZIJOQ']",22803251.0,24938808,181736163,260443247,26412132,Drama
454,"Dec 8, 2004",Blade: Trinity,Based on Comic/Graphic Novel,65000000,16061271,52397389,76668758,78955776,131353165,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",1 nomination.,R,113 min,"Action, Horror, Sci-Fi",38.0,5.9,"159,768",tt0359013,,"['qcHEDGs7eAY', 'fPcNbsW69Eg']",264608.0,95109114,115529445,192198203,23501127,Science Fiction
455,"Jul 7, 2004",King Arthur,Based on Folk Tale/Legend/Fairytale,90000000,15193907,51877963,76104384,152000000,203877963,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",4 wins & 8 nominations.,PG-13,126 min,"Action, Adventure, Drama, History, War",46.0,6.3,"155,107",tt0349683,8.0,['ZZj63jO4TAI'],371848.0,132028980,222982278,299086662,22289289,Adventure
456,"Nov 12, 2004",Finding Neverland,Based on Play,25000000,220524,51676606,74573130,63359502,115036108,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",Won 1 Oscar. Another 19 wins & 80 nominations.,PG,106 min,"Biography, Drama, Family",67.0,7.7,"193,641",tt0308644,80.0,['m41gObaKgOw'],37043.0,36076832,91432405,166005535,318232,Drama
457,"Jul 16, 2004",A Cinderella Story,Based on Folk Tale/Legend/Fairytale,19000000,13623350,51438175,75459214,18725930,70164105,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",6 wins & 8 nominations.,PG,95 min,"Comedy, Family, Romance",25.0,5.9,"77,163",tt0356470,8.0,[],,27872782,27470724,102929938,19985298,Comedy
458,"Dec 22, 2004",The Phantom of the Opera,Based on Musical or Opera,55000000,4001890,51225796,73543472,102544256,153770052,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",Nominated for 3 Oscars. Another 7 wins & 39 nominations.,PG-13,143 min,"Drama, Musical, Romance, Thriller",40.0,7.3,"111,932",tt0293508,39.0,[],,78961993,147219979,220763451,5745403,Drama
459,"Sep 10, 2004",Resident Evil: Apocalypse,Based on Game,50000000,23036273,50740078,74435113,74428656,125168734,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",6 wins & 3 nominations.,R,94 min,"Action, Horror, Sci-Fi, Thriller",35.0,6.2,"179,356",tt0318627,3.0,['7IM9e3yYLzM'],417689.0,73349427,109185985,183621098,33793948,Horror
460,"Apr 2, 2004",Home on the Range,Original Screenplay,110000000,13880771,50026353,73388092,26456108,76482461,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",5 nominations.,PG,76 min,"Animation, Adventure, Comedy, Family, Music, Western",50.0,5.3,"18,694",tt0299172,5.0,['LMW_nGAsLfc'],594855.0,161368751,38810810,112198902,20362933,Animation
461,"Dec 25, 2004",Fat Albert,Based on TV,45000000,10021510,48114556,69906578,449000,48563556,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",1 nomination.,PG,93 min,"Animation, Comedy, Family, Fantasy, Romance",39.0,4.3,"10,846",tt0396592,,['Ski1HSuFKW8'],752107.0,65381378,652360,70558938,14560447,Comedy
462,"Mar 12, 2004",Secret Window,Based on Fiction Book/Short Story,40000000,18237568,47958031,70353888,44153520,92111551,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",3 nominations.,PG-13,96 min,"Drama, Mystery, Thriller",46.0,6.6,"174,318",tt0363988,3.0,['QboGT3v7c5A'],1395428.0,58679546,64772713,135126601,26754305,Thriller
463,"Apr 2, 2004",Walking Tall,Remake,56000000,15501114,46213824,67795153,1100000,47313824,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",2 nominations.,PG-13,86 min,"Action, Crime",44.0,6.3,"67,645",tt0351977,2.0,['edR_niqKp1Q'],640096.0,82151361,1613687,69408840,22739957,Adventure
464,"Dec 29, 2004",In Good Company,Original Screenplay,26000000,151750,45489752,64661086,18000000,63489752,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",2 wins & 8 nominations.,PG-13,109 min,"Comedy, Drama, Romance",66.0,6.4,"52,298",tt0385267,8.0,['8M7z4LoGVEY'],78124.0,36957515,25585972,90247058,215703,Comedy
465,"Dec 17, 2004",Spanglish,Original Screenplay,75000000,8817853,42044321,61173094,12300000,54344321,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",Nominated for 1 Golden Globe. Another 5 wins & 14 nominations.,PG-13,131 min,"Comedy, Drama, Romance",48.0,6.4,"75,650",tt0371246,14.0,"['HXkSBXrdDxs', 'GtzwDv0lrBg']",1204279.0,109122515,17896092,79069186,12829683,Comedy
466,"Aug 20, 2004",Exorcist: The Beginning,Based on Fiction Book/Short Story,78000000,18054001,41814863,61341930,2142678,43957541,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",6 nominations.,R,114 min,"Horror, Mystery, Thriller",30.0,5.1,"32,367",tt0204313,6.0,['eHJEMIYNFFY'],682203.0,114425115,3143284,64485214,26485014,Horror
467,"Nov 12, 2004",Bridget Jones: The Edge Of Reason,Based on Fiction Book/Short Story,50000000,8684055,40203020,58962489,223691531,263894551,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",Nominated for 1 Golden Globe. Another 10 nominations.,R,108 min,"Comedy, Drama, Romance",44.0,6.0,"100,374",tt0317198,10.0,['2DFQNPx5sxA'],708838.0,73330920,328070116,387032605,12736194,
468,"Jul 23, 2004",Catwoman,Based on Comic/Graphic Novel,100000000,16728411,40202379,58976436,41943000,82145379,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",13 wins & 8 nominations.,PG-13,104 min,"Action, Crime, Fantasy",27.0,3.3,"105,663",tt0327554,8.0,"['ePgLOVNMSTo', 'BjxeQxinT3A']",1061377.0,146698870,61529907,120506343,24540390,Action
469,"Mar 26, 2004",The Ladykillers,Remake,35000000,12634563,39692139,58227913,37700000,77392139,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",6 wins & 4 nominations.,R,104 min,"Comedy, Crime, Thriller",56.0,6.2,"95,458",tt0335245,4.0,['EoPaqgKWWv0'],169895.0,51344598,55305467,113533380,18534759,Comedy
470,"Sep 17, 2004",Sky Captain and the World of Tomorrow,Original Screenplay,70000000,15580278,37760080,55393610,11970774,49730854,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",8 wins & 19 nominations.,PG,106 min,"Action, Adventure, Mystery, Sci-Fi, Thriller",64.0,6.0,"79,899",tt0346156,19.0,['cY3ypQD6p2s'],392208.0,102689207,17560989,72954599,22856091,Mystery
471,"May 28, 2004",Raising Helen,Original Screenplay,50000000,10985597,37485528,54990839,12443152,49928680,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",1 nomination.,PG-13,119 min,"Comedy, Drama, Romance",38.0,6.0,"34,572",tt0350028,,['022ampc_2gc'],,73349425,18253961,73244800,16115744,Drama
