,title,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations
200,Catch Me if You Can,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",Nominated for 2 Oscars. Another 16 wins & 44 nominations.,PG-13,141 min,"Biography, Crime, Drama",75.0,8.1,"755,717",tt0264464,44
201,Die Another Day,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",Nominated for 1 Golden Globe. Another 6 wins & 35 nominations.,PG-13,133 min,"Action, Adventure, Thriller",56.0,6.1,"196,322",tt0246460,35
202,Scooby-Doo,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",5 wins & 14 nominations.,PG,86 min,"Adventure, Comedy, Family, Fantasy, Mystery",35.0,5.0,"91,498",tt0267913,14
203,Lilo & Stitch,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",Nominated for 1 Oscar. Another 10 wins & 26 nominations.,PG,85 min,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi",73.0,7.2,"156,547",tt0275847,26
204,xXx,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",4 wins & 14 nominations.,PG-13,124 min,"Action, Adventure, Thriller",48.0,5.9,"168,894",tt0295701,14
205,The Santa Clause 2,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",1 win & 3 nominations.,G,104 min,"Comedy, Family, Fantasy",48.0,5.6,"47,511",tt0304669,3
206,Minority Report,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",Nominated for 1 Oscar. Another 20 wins & 89 nominations.,PG-13,145 min,"Action, Crime, Mystery, Sci-Fi, Thriller",80.0,7.6,"482,985",tt0181689,89
207,The Ring,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",14 wins & 12 nominations.,PG-13,115 min,"Horror, Mystery",57.0,7.1,"307,567",tt0298130,12
208,Sweet Home Alabama,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",3 wins & 6 nominations.,PG-13,108 min,"Comedy, Romance",45.0,6.2,"97,994",tt0256415,6
209,Mr. Deeds,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",5 wins & 9 nominations.,PG-13,96 min,"Comedy, Romance",24.0,5.8,"130,255",tt0280590,9
210,The Bourne Identity,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",3 wins & 6 nominations.,PG-13,119 min,"Action, Mystery, Thriller",68.0,7.9,"487,219",tt0258463,6
211,The Sum of All Fears,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",2 wins & 5 nominations.,PG-13,124 min,"Action, Drama, Thriller, War",45.0,6.4,"99,015",tt0164184,5
212,8 Mile,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",Won 1 Oscar. Another 14 wins & 21 nominations.,R,110 min,"Drama, Music",77.0,7.1,"237,424",tt0298203,21
213,Road to Perdition,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Won 1 Oscar. Another 22 wins & 82 nominations.,R,117 min,"Crime, Drama, Thriller",72.0,7.7,"233,985",tt0257044,82
214,Panic Room,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",1 win & 9 nominations.,R,112 min,"Crime, Drama, Thriller",65.0,6.8,"244,256",tt0258000,9
215,Maid in Manhattan,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",1 win & 8 nominations.,PG-13,105 min,"Comedy, Drama, Romance",45.0,5.2,"80,814",tt0252076,8
216,Two Weeks Notice,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",2 wins & 3 nominations.,PG-13,101 min,"Comedy, Romance",42.0,6.1,"101,227",tt0313737,3
217,Red Dragon,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",4 wins & 10 nominations.,R,124 min,"Crime, Drama, Thriller",60.0,7.2,"237,527",tt0289765,10
218,The Scorpion King,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",2 wins & 3 nominations.,PG-13,92 min,"Action, Adventure, Fantasy, Thriller",45.0,5.5,"125,789",tt0277296,3
219,Blade 2,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",,TV-MA,24 min,"Animation, Action, Adventure",,6.9,204,tt1515985,
220,Snow Dogs,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",1 win.,PG,99 min,"Adventure, Comedy, Family, Sport",29.0,5.1,"24,282",tt0281373,
221,We Were Soldiers,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",3 wins & 5 nominations.,R,138 min,"Action, Drama, History, War",65.0,7.1,"124,214",tt0277434,5
222,Gangs of New York,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Nominated for 10 Oscars. Another 50 wins & 124 nominations.,R,167 min,"Crime, Drama",72.0,7.5,"383,889",tt0217505,124
223,The Rookie,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",5 wins & 4 nominations.,G,127 min,"Drama, Family, Sport",72.0,6.9,"30,772",tt0265662,4
224,Spirit: Stallion of the Cimarron,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",Nominated for 1 Oscar. Another 10 wins & 21 nominations.,G,83 min,"Animation, Adventure, Drama, Family, Western",52.0,7.1,"60,652",tt0166813,21
225,John Q,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",2 wins & 8 nominations.,PG-13,116 min,"Crime, Drama, Thriller",30.0,7.1,"118,392",tt0251160,8
226,Insomnia,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",1 win & 10 nominations.,R,118 min,"Drama, Mystery, Thriller",78.0,7.2,"260,034",tt0278504,10
227,Changing Lanes,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",7 nominations.,R,98 min,"Drama, Thriller",69.0,6.4,"64,603",tt0264472,7
228,About Schmidt,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",Nominated for 2 Oscars. Another 25 wins & 69 nominations.,R,125 min,"Comedy, Drama",85.0,7.1,"119,232",tt0257360,69
229,Stuart Little 2,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",1 win & 4 nominations.,PG,77 min,"Animation, Adventure, Comedy, Family, Fantasy",66.0,5.4,"47,416",tt0243585,4
230,The Time Machine,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",Nominated for 1 Oscar. Another 2 wins & 3 nominations.,PG-13,96 min,"Action, Adventure, Sci-Fi",42.0,6.0,"114,976",tt0268695,3
231,Drumline,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",13 nominations.,PG-13,118 min,"Comedy, Drama, Romance, Music",63.0,5.8,"32,129",tt0303933,13
232,The Count of Monte Cristo,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",,PG-13,131 min,"Action, Adventure, Drama, Thriller",61.0,7.8,"123,655",tt0245844,
233,Unfaithful,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",Nominated for 1 Oscar. Another 3 wins & 15 nominations.,R,124 min,"Drama, Romance, Thriller",63.0,6.7,"75,900",tt0250797,15
234,Like Mike,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",1 win & 6 nominations.,PG,99 min,"Comedy, Family, Fantasy, Sport",47.0,5.2,"17,963",tt0308506,6
235,The Tuxedo,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",2 wins & 1 nomination.,PG-13,98 min,"Action, Comedy, Sci-Fi",30.0,5.4,"75,399",tt0290095,
236,Big Fat Liar,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",1 win & 3 nominations.,PG,88 min,"Adventure, Comedy, Family",36.0,5.4,"33,335",tt0265298,3
237,Star Trek: Nemesis,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",1 win & 4 nominations.,PG-13,116 min,"Action, Adventure, Sci-Fi, Thriller",51.0,6.4,"70,199",tt0253754,4
238,Reign of Fire,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",1 win & 3 nominations.,PG-13,101 min,"Action, Adventure, Fantasy, Thriller",39.0,6.2,"122,112",tt0253556,3
239,The Hours,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",Won 1 Oscar. Another 42 wins & 125 nominations.,PG-13,110 min,"Drama, Romance",80.0,7.5,"119,197",tt0274558,125
240,High Crimes,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Metacritic', 'Value': '48/100'}]",2 nominations.,PG-13,115 min,"Crime, Drama, Mystery, Thriller",48.0,6.4,"36,908",tt0257756,2
241,Orange County,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",3 nominations.,PG-13,82 min,"Comedy, Drama",48.0,6.2,"45,572",tt0273923,3
242,Windtalkers,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",3 wins & 4 nominations.,R,134 min,"Action, Drama, War",51.0,6.1,"63,370",tt0245562,4
243,About a Boy,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",Nominated for 1 Oscar. Another 11 wins & 29 nominations.,PG-13,101 min,"Comedy, Drama, Romance",75.0,7.0,"165,571",tt0276751,29
244,The Master of Disguise,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '1%'}, {'Source': 'Metacritic', 'Value': '12/100'}]",1 win & 6 nominations.,PG,80 min,"Adventure, Comedy, Family, Fantasy",12.0,3.3,"21,424",tt0295427,6
245,Resident Evil,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",7 nominations.,R,100 min,"Action, Horror, Sci-Fi",33.0,6.7,"237,749",tt0120804,7
246,Blue Crush,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",1 win & 7 nominations.,PG-13,104 min,"Drama, Romance, Sport",61.0,5.6,"29,051",tt0300532,7
247,The Wild Thornberrys Movie,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",Nominated for 1 Oscar. Another 12 nominations.,PG,85 min,"Animation, Adventure, Comedy, Family, Fantasy",69.0,5.6,"13,655",tt0282120,12
248,Collateral Damage,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",,R,108 min,"Action, Drama, Thriller",33.0,5.5,"69,965",tt0233469,
249,Enough,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",4 nominations.,PG-13,115 min,"Crime, Drama, Thriller",25.0,5.8,"37,494",tt0278435,4
250,Undercover Brother,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",1 win & 7 nominations.,PG-13,86 min,"Action, Comedy",69.0,5.8,"32,538",tt0279493,7
251,Treasure Planet,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",Nominated for 1 Oscar. Another 1 win & 13 nominations.,PG,95 min,"Animation, Adventure, Family, Sci-Fi",60.0,7.2,"95,061",tt0133240,13
252,Showtime,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",1 win & 6 nominations.,PG-13,95 min,"Action, Comedy, Crime",32.0,5.5,"58,880",tt0284490,6
253,40 Days and 40 Nights,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",1 win & 2 nominations.,R,96 min,"Comedy, Romance",53.0,5.6,"68,379",tt0243736,2
