,title,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations
644,The Sentinel,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",2 nominations.,PG-13,108 min,"Action, Crime, Thriller",49.0,6.1,"46,459",tt0443632,2
645,Children of Men,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",Nominated for 3 Oscars. Another 49 wins & 79 nominations.,R,109 min,"Drama, Thriller",84.0,7.9,"439,969",tt0206634,79
646,Deck the Halls,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",1 win & 8 nominations.,PG,93 min,"Comedy, Family",28.0,5.0,"21,668",tt0790604,8
647,Take the Lead,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",1 win & 6 nominations.,PG-13,118 min,"Drama, Music",55.0,6.6,"24,172",tt0446046,6
648,Babel,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",Won 1 Oscar. Another 42 wins & 135 nominations.,R,143 min,Drama,69.0,7.4,"278,521",tt0449467,135
649,Snakes on a Plane,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",3 wins & 7 nominations.,R,105 min,"Action, Crime, Thriller",58.0,5.4,"128,180",tt0417148,7
650,She's the Man,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",2 wins & 5 nominations.,PG-13,105 min,"Comedy, Romance, Sport",45.0,6.3,"139,948",tt0454945,5
651,Flags of Our Fathers,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",Nominated for 2 Oscars. Another 15 wins & 25 nominations.,R,135 min,"Action, Adventure, Drama, History, War",79.0,7.1,"113,345",tt0418689,25
652,United 93,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",Nominated for 2 Oscars. Another 29 wins & 55 nominations.,R,111 min,"Drama, History, Thriller",90.0,7.5,"94,693",tt0475276,55
653,Garfield: A Tail of Two Kitties,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",4 nominations.,PG,82 min,"Adventure, Comedy, Family, Fantasy",37.0,5.0,"36,535",tt0455499,4
654,The Ant Bully,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",1 win & 4 nominations.,PG,88 min,"Animation, Adventure, Comedy, Family, Fantasy",59.0,5.8,"35,427",tt0429589,4
655,Stick It,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",,PG-13,103 min,"Comedy, Drama, Sport",53.0,6.4,"25,550",tt0430634,
656,The Covenant,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",,PG-13,97 min,"Action, Adventure, Fantasy, Horror, Mystery, Thriller",19.0,5.3,"45,163",tt0475944,
657,Stay Alive,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",,PG-13,85 min,"Fantasy, Horror, Mystery, Sci-Fi, Thriller",24.0,5.1,"29,094",tt0441796,
658,The Black Dahlia,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",Nominated for 1 Oscar. Another 4 wins & 15 nominations.,R,121 min,"Crime, Drama, Mystery, Thriller",49.0,5.6,"69,396",tt0387877,15
659,My Super Ex-Girlfriend,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",1 win & 1 nomination.,PG-13,96 min,"Comedy, Romance, Sci-Fi",50.0,5.1,"60,046",tt0465624,
660,Lucky Number Slevin,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Metacritic', 'Value': '53/100'}]",5 wins & 4 nominations.,R,110 min,"Crime, Drama, Mystery, Thriller",53.0,7.7,"292,143",tt0425210,4
661,ATL,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",7 nominations.,PG-13,105 min,"Comedy, Crime, Drama, Music, Romance",63.0,6.1,"10,434",tt0466856,7
662,Flicka,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",3 nominations.,PG,95 min,"Adventure, Drama, Family",57.0,6.1,"7,129",tt0434215,3
663,Pulse,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",1 nomination.,PG-13,90 min,"Horror, Sci-Fi",27.0,4.8,"27,418",tt0454919,
664,Beerfest,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",1 win & 3 nominations.,R,110 min,Comedy,46.0,6.3,"62,123",tt0486551,3
665,The Marine,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",,PG-13,92 min,"Action, Comedy, Drama, Thriller",45.0,4.7,"31,390",tt0419946,
666,Ultraviolet,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '18/100'}]",1 win & 2 nominations.,PG-13,88 min,"Action, Sci-Fi",18.0,4.4,"77,476",tt0370032,2
667,Spider-Man 3,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",Nominated for 1 BAFTA Film Award. Another 3 wins & 32 nominations.,PG-13,139 min,"Action, Sci-Fi",59.0,6.2,"476,481",tt0413300,32
668,Shrek the Third,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",Nominated for 1 BAFTA Film Award. Another 5 wins & 16 nominations.,PG,93 min,"Animation, Adventure, Comedy, Family, Fantasy",58.0,6.0,"265,582",tt0413267,16
669,Transformers,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",Nominated for 3 Oscars. Another 20 wins & 41 nominations.,PG-13,144 min,"Action, Adventure, Sci-Fi",61.0,7.0,"578,975",tt0418279,41
670,I am Legend,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",9 wins & 22 nominations.,PG-13,101 min,"Adventure, Drama, Sci-Fi, Thriller",65.0,7.2,"652,881",tt0480249,22
671,The Bourne Ultimatum,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",Won 3 Oscars. Another 26 wins & 41 nominations.,PG-13,115 min,"Action, Mystery, Thriller",85.0,8.0,"587,480",tt0440963,41
672,Alvin and the Chipmunks,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",3 wins & 2 nominations.,PG,92 min,"Animation, Comedy, Family, Fantasy, Music",39.0,5.2,"71,926",tt0952640,2
673,300,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",17 wins & 45 nominations.,R,117 min,"Action, Drama",52.0,7.6,"706,781",tt0416449,45
674,Ratatouille,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",Won 1 Oscar. Another 66 wins & 42 nominations.,G,111 min,"Animation, Adventure, Comedy, Drama, Family, Fantasy",96.0,8.0,"604,573",tt0382932,42
675,The Simpsons Movie,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",Nominated for 1 Golden Globe. Another 5 wins & 33 nominations.,PG-13,87 min,"Animation, Adventure, Comedy",80.0,7.3,"298,859",tt0462538,33
676,Wild Hogs,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",1 win & 4 nominations.,PG-13,100 min,"Action, Adventure, Comedy",27.0,5.8,"111,175",tt0486946,4
677,Knocked Up,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",8 wins & 26 nominations.,R,129 min,"Comedy, Romance",85.0,6.9,"337,464",tt0478311,26
678,Rush Hour 3,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",9 nominations.,PG-13,91 min,"Action, Comedy, Crime, Thriller",44.0,6.2,"145,858",tt0293564,9
679,Live Free or Die Hard,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",3 wins & 16 nominations.,PG-13,128 min,"Action, Thriller",69.0,7.1,"378,401",tt0337978,16
680,American Gangster,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",Nominated for 2 Oscars. Another 13 wins & 35 nominations.,R,157 min,"Biography, Crime, Drama, Thriller",76.0,7.8,"375,801",tt0765429,35
681,Enchanted,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",Nominated for 3 Oscars. Another 12 wins & 48 nominations.,PG,107 min,"Animation, Comedy, Family, Fantasy, Musical, Romance",75.0,7.0,"169,500",tt0461770,48
682,Bee Movie,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",Nominated for 1 Golden Globe. Another 1 win & 14 nominations.,PG,91 min,"Animation, Adventure, Comedy, Family",54.0,6.1,"133,146",tt0389790,14
683,Superbad,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",11 wins & 24 nominations.,R,113 min,Comedy,76.0,7.6,"497,987",tt0829482,24
684,Hairspray,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",Nominated for 3 Golden Globes. Another 21 wins & 41 nominations.,PG,117 min,"Comedy, Drama, Musical, Romance",81.0,6.6,"115,592",tt0427327,41
685,Blades of Glory,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",3 wins & 10 nominations.,PG-13,93 min,"Comedy, Sport",64.0,6.3,"151,552",tt0445934,10
686,Ocean's Thirteen,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",1 win & 5 nominations.,PG-13,122 min,"Action, Crime, Thriller",62.0,6.9,"305,996",tt0496806,5
687,Ghost Rider,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",1 win & 9 nominations.,PG-13,110 min,"Action, Fantasy, Thriller",35.0,5.2,"214,206",tt0259324,9
688,Evan Almighty,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",2 wins & 11 nominations.,PG,96 min,"Comedy, Family, Fantasy",37.0,5.4,"133,855",tt0413099,11
689,The Bucket List,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",3 wins & 4 nominations.,PG-13,97 min,"Comedy, Drama",42.0,7.4,"219,929",tt0825232,4
690,The Game Plan,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",3 nominations.,PG,110 min,"Comedy, Family, Sport",44.0,6.1,"55,384",tt0492956,3
691,Beowulf,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",3 wins & 17 nominations.,PG-13,115 min,"Animation, Action, Adventure, Fantasy",59.0,6.2,"157,647",tt0442933,17
692,Bridge to Terabithia,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",6 wins & 5 nominations.,PG,96 min,"Drama, Family, Fantasy",74.0,7.1,"136,085",tt0398808,5
693,Disturbia,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",4 wins & 6 nominations.,PG-13,105 min,"Crime, Drama, Mystery, Thriller",62.0,6.8,"211,326",tt0486822,6
694,No Country for Old Men,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '91/100'}]",Won 4 Oscars. Another 159 wins & 137 nominations.,R,122 min,"Crime, Drama, Thriller",91.0,8.1,"794,614",tt0477348,137
695,1408,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",4 wins & 10 nominations.,PG-13,104 min,"Fantasy, Horror, Mystery",64.0,6.8,"246,506",tt0450385,10
696,The Golden Compass,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",Won 1 Oscar. Another 6 wins & 32 nominations.,PG-13,113 min,"Adventure, Family, Fantasy",51.0,6.1,"172,935",tt0385752,32
697,Charlie Wilson's War,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",Nominated for 1 Oscar. Another 5 wins & 22 nominations.,R,102 min,"Biography, Comedy, Drama, History",69.0,7.0,"102,881",tt0472062,22
698,Surf's Up,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",Nominated for 1 Oscar. Another 2 wins & 17 nominations.,PG,85 min,"Animation, Comedy, Family, Sport",64.0,6.7,"65,540",tt0423294,17
699,Halloween,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",6 wins & 2 nominations.,R,91 min,"Horror, Thriller",81.0,7.8,"215,932",tt0077651,2
700,Why Did I Get Married?,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",1 win & 4 nominations.,PG-13,113 min,"Comedy, Drama",54.0,5.8,"11,790",tt0906108,4
701,TMNT,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",2 nominations.,PG,103 min,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",41.0,6.2,"59,354",tt0453556,2
702,P.S. I Love You,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Metacritic', 'Value': '39/100'}]",2 wins & 4 nominations.,PG-13,126 min,"Comedy, Drama, Romance",39.0,7.0,"194,541",tt0431308,4
703,3:10 to Yuma,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",Nominated for 2 Oscars. Another 3 wins & 30 nominations.,R,122 min,"Action, Crime, Drama, Western",76.0,7.7,"277,047",tt0381849,30
704,Atonement,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",Won 1 Oscar. Another 50 wins & 148 nominations.,R,123 min,"Drama, Mystery, Romance, War",85.0,7.8,"235,812",tt0783233,148
705,Resident Evil: Extinction,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",2 wins & 1 nomination.,R,94 min,"Action, Horror, Sci-Fi, Thriller",41.0,6.3,"177,239",tt0432021,
706,Music and Lyrics,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",6 nominations.,PG-13,104 min,"Comedy, Music, Romance",59.0,6.5,"93,509",tt0758766,6
707,Michael Clayton,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",Won 1 Oscar. Another 28 wins & 113 nominations.,R,119 min,"Crime, Drama, Mystery, Thriller",82.0,7.2,"151,194",tt0465538,113
708,Premonition,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",2 nominations.,PG-13,96 min,"Drama, Fantasy, Mystery, Thriller",29.0,5.9,"70,681",tt0477071,2
709,The Kingdom,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",5 nominations.,R,110 min,"Action, Drama, Thriller",56.0,7.0,"114,164",tt0431197,5
710,Shooter,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",2 nominations.,R,124 min,"Action, Drama, Thriller",53.0,7.2,"298,043",tt0822854,2
711,License to Wed,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",1 nomination.,PG-13,91 min,"Comedy, Romance",25.0,5.3,"36,853",tt0762114,
712,No Reservations,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",1 nomination.,PG,104 min,"Comedy, Drama, Romance",50.0,6.3,"68,078",tt0481141,
713,Because I Said So,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",1 nomination.,PG-13,102 min,"Comedy, Romance",26.0,5.7,"36,253",tt0490084,
714,Aliens vs. Predator - Requiem,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",4 nominations.,R,94 min,"Action, Horror, Sci-Fi, Thriller",29.0,4.7,"111,996",tt0758730,4
715,The Water Horse: Legend of the Deep,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",,,,Adventure,,6.7,16,tt1153702,
716,There Will Be Blood,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '93/100'}]",Won 2 Oscars. Another 110 wins & 136 nominations.,R,158 min,Drama,93.0,8.2,"480,704",tt0469494,136
717,Epic Movie,"[{'Source': 'Internet Movie Database', 'Value': '2.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '2%'}, {'Source': 'Metacritic', 'Value': '17/100'}]",2 wins & 3 nominations.,PG-13,86 min,"Adventure, Comedy",17.0,2.4,"99,299",tt0799949,3
718,Hitman,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Metacritic', 'Value': '35/100'}]",2 wins.,R,100 min,"Action, Crime, Thriller",35.0,6.3,"156,456",tt0465494,
719,30 Days of Night,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",13 nominations.,R,113 min,"Action, Horror, Thriller",53.0,6.6,"158,914",tt0389722,13
720,Stardust,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",5 wins & 8 nominations.,PG-13,127 min,"Adventure, Family, Fantasy, Romance",66.0,7.6,"244,341",tt0486655,8
721,The Brave One,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",Nominated for 1 Golden Globe. Another 1 win & 6 nominations.,R,122 min,"Action, Crime, Drama, Thriller",56.0,6.7,"56,641",tt0476964,6
722,Freedom Writers,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",2 wins & 1 nomination.,PG-13,123 min,"Biography, Crime, Drama",64.0,7.5,"63,335",tt0463998,
723,Smokin' Aces,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",4 wins.,R,108 min,"Action, Crime, Drama, Thriller",45.0,6.7,"133,766",tt0475394,
724,The Messengers,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",1 win & 2 nominations.,PG-13,90 min,"Horror, Mystery, Thriller",34.0,5.4,"37,132",tt0425430,2
725,The Number 23,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}]",5 nominations.,R,98 min,"Crime, Mystery, Thriller",,6.4,"187,300",tt0481369,5
726,Good Luck Chuck,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",1 win & 3 nominations.,R,96 min,"Comedy, Romance",19.0,5.6,"82,993",tt0452625,3
727,Mr. Bean’s Holiday,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",2 nominations.,G,90 min,"Comedy, Family",56.0,6.4,"109,836",tt0453451,2
728,Zodiac,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",3 wins & 70 nominations.,R,157 min,"Crime, Drama, Mystery, Thriller",78.0,7.7,"413,755",tt0443706,70
729,August Rush,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",Nominated for 1 Oscar. Another 4 wins & 10 nominations.,PG,114 min,"Drama, Music",38.0,7.5,"100,669",tt0426931,10
730,The Great Debaters,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Metacritic', 'Value': '65/100'}]",Nominated for 1 Golden Globe. Another 11 wins & 9 nominations.,PG-13,126 min,"Biography, Drama, Romance",65.0,7.6,"54,020",tt0427309,9
731,28 Weeks Later,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",2 wins & 13 nominations.,R,100 min,"Drama, Horror, Sci-Fi",78.0,7.0,"247,522",tt0463854,13
732,We Own the Night,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",1 win & 5 nominations.,R,117 min,"Crime, Drama, Thriller",59.0,6.8,"82,005",tt0498399,5
733,Hannibal Rising,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",2 nominations.,R,121 min,"Adventure, Crime, Drama, Thriller, War",35.0,6.2,"99,862",tt0367959,2
734,Nancy Drew,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",7 nominations.,PG,99 min,"Comedy, Crime, Family, Mystery, Romance, Thriller",53.0,5.9,"18,608",tt0479500,7
