,title,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations
499,Lucy,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",1 win & 12 nominations.,R,89 min,"Action, Sci-Fi, Thriller",61.0,6.4,"416,141",tt2872732,12
500,Unbroken,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",Nominated for 3 Oscars. Another 14 wins & 29 nominations.,PG-13,137 min,"Biography, Drama, Sport, War",59.0,7.2,"134,888",tt1809398,29
501,Night at the Museum: Secret of the Tomb,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",1 win & 4 nominations.,PG,98 min,"Adventure, Comedy, Family, Fantasy",47.0,6.2,"97,893",tt2692250,4
502,Mr. Peabody & Sherman,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",2 wins & 16 nominations.,PG,92 min,"Animation, Adventure, Comedy, Family, Sci-Fi",59.0,6.8,"59,122",tt0864835,16
503,300: Rise of an Empire,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",2 wins & 7 nominations.,R,102 min,"Action, Drama",48.0,6.2,"269,785",tt1253863,7
504,The Maze Runner,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",4 wins & 11 nominations.,PG-13,113 min,"Action, Mystery, Sci-Fi, Thriller",57.0,6.8,"398,113",tt1790864,11
505,The Equalizer,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",1 win & 9 nominations.,R,132 min,"Action, Crime, Thriller",57.0,7.2,"314,571",tt0455944,9
506,Noah,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",Nominated for 1 Golden Globe. Another 1 win & 18 nominations.,PG-13,138 min,"Action, Adventure, Drama, Romance, Thriller",68.0,5.8,"233,996",tt1959490,18
507,Edge of Tomorrow,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",11 wins & 37 nominations.,PG-13,113 min,"Action, Sci-Fi",71.0,7.9,"567,950",tt1631867,37
508,Non-Stop,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",1 nomination.,PG-13,106 min,"Action, Mystery, Thriller",56.0,6.9,"240,412",tt2024469,
509,The Imitation Game,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",Won 1 Oscar. Another 48 wins & 159 nominations.,PG-13,114 min,"Biography, Drama, Thriller, War",73.0,8.0,"640,868",tt2084970,159
510,Dumb and Dumber To,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",1 win & 7 nominations.,PG-13,109 min,Comedy,36.0,5.6,"122,541",tt2096672,7
511,Annie,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",Nominated for 2 Oscars. Another 2 wins & 11 nominations.,PG,127 min,"Comedy, Drama, Family, Musical",39.0,6.6,"37,732",tt0083564,11
512,Fury,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",5 wins & 23 nominations.,R,134 min,"Action, Drama, War",64.0,7.6,"400,008",tt2713180,23
513,Tammy,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",1 win & 7 nominations.,R,97 min,"Comedy, Romance",39.0,4.9,"45,633",tt2103254,7
514,The Other Woman,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",3 wins & 5 nominations.,PG-13,109 min,"Comedy, Romance",39.0,6.0,"125,853",tt2203939,5
515,Penguins of Madagascar,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",7 nominations.,PG,92 min,"Animation, Adventure, Comedy, Family, Sci-Fi",53.0,6.7,"74,346",tt1911658,7
516,Let’s Be Cops,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",2 nominations.,R,104 min,"Action, Comedy, Crime",30.0,6.4,"123,688",tt1924435,2
517,The Monuments Men,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",3 wins & 3 nominations.,PG-13,118 min,"Comedy, Drama, History, War",52.0,6.1,"119,957",tt2177771,3
518,Hercules,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",Nominated for 1 Oscar. Another 9 wins & 15 nominations.,G,93 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",74.0,7.3,"192,008",tt0119282,15
519,"Alexander and the Terrible, Horrible,…","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",1 win & 8 nominations.,PG,81 min,"Comedy, Family",54.0,6.2,"38,617",tt1698641,8
520,Think Like a Man Too,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",2 wins & 4 nominations.,PG-13,106 min,"Comedy, Romance",38.0,5.8,"18,969",tt2239832,4
521,Exodus: Gods and Kings,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",5 nominations.,PG-13,150 min,"Action, Drama, Fantasy",52.0,6.0,"153,971",tt1528100,5
522,The Nut Job,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",1 win & 5 nominations.,PG,85 min,"Animation, Adventure, Comedy, Crime, Family",37.0,5.7,"25,310",tt1821658,5
523,Son of God,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",2 wins & 1 nomination.,PG-13,138 min,"Biography, Drama, History",37.0,5.7,"17,814",tt3210686,
524,The Grand Budapest Hotel,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",Won 4 Oscars. Another 128 wins & 222 nominations.,R,99 min,"Adventure, Comedy, Crime",88.0,8.1,"661,467",tt2278388,222
525,RoboCop,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",Nominated for 2 Oscars. Another 11 wins & 10 nominations.,R,102 min,"Action, Crime, Sci-Fi, Thriller",67.0,7.5,"220,808",tt0093870,10
526,Dracula Untold,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",3 wins & 5 nominations.,PG-13,92 min,"Action, Drama, Fantasy, Horror, War",40.0,6.3,"169,513",tt0829150,5
527,Horrible Bosses 2,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",1 win & 3 nominations.,R,108 min,"Comedy, Crime",40.0,6.3,"149,411",tt2170439,3
528,The Hundred-Foot Journey,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",Nominated for 1 Golden Globe. Another 2 wins & 3 nominations.,PG,122 min,"Comedy, Drama",55.0,7.3,"72,074",tt2980648,3
529,Muppets Most Wanted,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",3 wins & 11 nominations.,PG,107 min,"Adventure, Comedy, Crime, Family, Musical, Mystery",61.0,6.4,"29,905",tt2281587,11
530,The Boxtrolls,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",Nominated for 1 Oscar. Another 8 wins & 59 nominations.,PG,96 min,"Animation, Adventure, Comedy, Family, Fantasy",61.0,6.8,"52,133",tt0787474,59
531,Jack Ryan: Shadow Recruit,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",3 nominations.,PG-13,105 min,"Action, Drama, Thriller",57.0,6.2,"117,754",tt1205537,3
532,The Book of Life,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",Nominated for 1 Golden Globe. Another 3 wins & 28 nominations.,PG,95 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",67.0,7.3,"61,322",tt2262227,28
533,Into the Storm,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",2 wins & 1 nomination.,PG-13,89 min,"Action, Adventure, Drama, Thriller",44.0,5.8,"62,057",tt2106361,
534,The Judge,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",Nominated for 1 Oscar. Another 3 wins & 8 nominations.,R,141 min,"Crime, Drama",48.0,7.4,"168,102",tt1872194,8
535,Jersey Boys,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",4 wins & 2 nominations.,R,134 min,"Biography, Drama, Music, Musical",54.0,6.8,"31,381",tt1742044,2
536,Blended,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",1 win & 10 nominations.,PG-13,117 min,"Comedy, Romance",31.0,6.5,"110,840",tt1086772,10
537,The Giver,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",2 wins & 6 nominations.,PG-13,97 min,"Drama, Romance, Sci-Fi",47.0,6.5,"107,646",tt0435651,6
538,Need for Speed,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",1 win & 4 nominations.,PG-13,132 min,"Action, Crime, Thriller",39.0,6.5,"157,752",tt2369135,4
539,John Wick,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",5 wins & 8 nominations.,R,101 min,"Action, Crime, Thriller",68.0,7.4,"492,192",tt2911666,8
540,A Million Ways to Die in The West,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",6 nominations.,R,116 min,"Comedy, Western",44.0,6.1,"164,516",tt2557490,6
541,Birdman or (The Unexpected Virtue of …,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",Won 4 Oscars. Another 191 wins & 280 nominations.,R,119 min,"Comedy, Drama",87.0,7.7,"543,527",tt2562232,280
542,Dolphin Tale 2,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",3 nominations.,PG,107 min,"Drama, Family",58.0,6.4,"7,872",tt2978462,3
543,The Expendables 3,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",2 wins & 5 nominations.,PG-13,126 min,"Action, Adventure, Thriller",35.0,6.1,"161,029",tt2333784,5
544,Sex Tape,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",2 wins & 3 nominations.,R,94 min,"Comedy, Romance",36.0,5.1,"103,215",tt1956620,3
545,Wild,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",Nominated for 2 Oscars. Another 11 wins & 67 nominations.,R,115 min,"Biography, Drama",76.0,7.1,"113,561",tt2305051,67
546,Million Dollar Arm,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",1 win & 2 nominations.,PG,124 min,"Biography, Drama, Sport",56.0,7.0,"41,770",tt1647668,2
547,The Theory of Everything,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Won 1 Oscar. Another 24 wins & 123 nominations.,PG-13,123 min,"Biography, Drama, Romance",72.0,7.7,"374,654",tt2980516,123
548,This is Where I Leave You,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",1 nomination.,R,103 min,"Comedy, Drama",44.0,6.6,"67,585",tt1371150,
549,The Gambler,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",1 win & 3 nominations.,R,111 min,"Crime, Drama, Thriller",55.0,6.0,"61,770",tt2039393,3
550,3 Days to Kill,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",,PG-13,117 min,"Action, Drama, Thriller",40.0,6.2,"83,701",tt2172934,
551,Deliver Us from Evil,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",2 wins & 4 nominations.,R,118 min,"Horror, Mystery, Thriller",40.0,6.2,"66,252",tt2377322,4
552,Get on Up,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",5 wins & 18 nominations.,PG-13,139 min,"Biography, Drama, Music",71.0,6.9,"19,461",tt2473602,18
553,When the Game Stands Tall,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",1 nomination.,PG,115 min,"Drama, Sport",41.0,6.7,"14,751",tt2247476,
554,Draft Day,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",1 nomination.,PG-13,110 min,"Drama, Sport",54.0,6.8,"50,584",tt2223990,
555,The Best of Me,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",,PG-13,118 min,"Drama, Romance",29.0,6.7,"62,015",tt1972779,
556,A Walk Among the Tombstones,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",1 nomination.,R,114 min,"Action, Crime, Drama, Mystery, Thriller",57.0,6.5,"107,922",tt0365907,
557,Her,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",Won 1 Oscar. Another 81 wins & 183 nominations.,R,126 min,"Drama, Romance, Sci-Fi",90.0,8.0,"495,091",tt1798709,183
558,The November Man,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",,R,108 min,"Action, Crime, Thriller",38.0,6.3,"60,710",tt2402157,
559,Endless Love,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",1 win.,PG-13,104 min,"Drama, Romance",30.0,6.3,"38,960",tt2318092,
560,Pompeii,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",9 wins & 4 nominations.,PG-13,105 min,"Action, Adventure, Drama, History, Romance",39.0,5.5,"102,819",tt1921064,4
561,Transcendence,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",3 wins & 5 nominations.,PG-13,119 min,"Action, Drama, Sci-Fi, Thriller",42.0,6.3,"209,367",tt2209764,5
562,Brick Mansions,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",1 nomination.,PG-13,90 min,"Action, Crime",40.0,5.7,"38,334",tt1430612,
563,"I, Frankenstein","[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",1 nomination.,PG-13,92 min,"Action, Fantasy, Sci-Fi",30.0,5.1,"76,375",tt1418377,
564,The Legend of Hercules,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",1 win & 7 nominations.,PG-13,99 min,"Action, Adventure, Fantasy",22.0,4.2,"51,240",tt1043726,7
565,A Most Wanted Man,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",2 wins & 6 nominations.,R,122 min,"Crime, Drama, Thriller",73.0,6.8,"69,584",tt1972571,6
566,And So It Goes,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",1 nomination.,PG-13,94 min,"Comedy, Drama, Romance",38.0,5.8,"12,003",tt2465146,
567,Left Behind,"[{'Source': 'Internet Movie Database', 'Value': '3.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '1%'}, {'Source': 'Metacritic', 'Value': '12/100'}]",5 nominations.,PG-13,110 min,"Action, Drama, Fantasy, Mystery, Thriller",12.0,3.1,"34,915",tt2467046,5
568,Sin City: A Dame to Kill For,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",4 wins & 6 nominations.,R,102 min,"Action, Crime, Thriller",46.0,6.5,"145,953",tt0458481,6
569,Labor Day,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",Nominated for 1 Golden Globe. Another 5 nominations.,PG-13,111 min,"Drama, Romance",52.0,6.9,"40,371",tt1967545,5
570,Winter’s Tale,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",2 nominations.,PG-13,118 min,"Drama, Fantasy, Mystery, Romance",31.0,6.2,"50,160",tt1837709,2
571,Foxcatcher,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",Nominated for 5 Oscars. Another 12 wins & 75 nominations.,R,134 min,"Biography, Drama, Sport",81.0,7.0,"128,766",tt1100089,75
572,Sabotage,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",2 wins & 5 nominations.,R,109 min,"Action, Drama, Thriller",41.0,5.7,"56,975",tt1742334,5
573,Legends of Oz: Dorothy’s Return,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",1 win & 5 nominations.,PG,88 min,"Animation, Adventure, Family, Fantasy, Musical",25.0,5.1,"5,408",tt0884726,5
574,Inherent Vice,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",Nominated for 2 Oscars. Another 16 wins & 94 nominations.,R,148 min,"Comedy, Crime, Drama, Mystery, Romance",81.0,6.7,"88,513",tt1791528,94
